Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
1641,"0.0,0.0,0.0,0.0,0.43705,0.0","0.0,0.0,0.0,0.0,0.4750269715409768,0.0","0.0,0.0,0.0,0.0,0.4743401213657995,0.0","0.05554994173850343,0.052436582902674,0.0497829228445455,0.05228139284095092,0.05463512441766032,0.026373835043956295","5.663024226408783e-32,6.905403572568269e-25,1.401990482160291e-22,1.2104761729771898e-15,0.3847245135799897,5.73820719109355e-21","0.14420218436974996,0.14967887714243622,0.14269085581613147,0.1250295231839513,0.5950051516843085,0.06537251676702618"
3064,"0.0,0.0,0.0,0.32729,0.0,0.0","0.0,0.0,0.0,0.3470475525621479,0.0,0.0","0.0,0.0,0.0,0.32860534042890693,0.0,0.0","0.03570868398858282,0.06260004776318098,0.06797717514672047,0.05454490866275576,0.06488353653920209,0.04316511456916278","3.5725006800860745e-18,1.0276779905400315e-20,2.898822478455665e-15,0.2649856456437787,4.177601307492312e-23,1.731271790118338e-21","0.10631916667387808,0.18781369609084275,0.19067971704866038,0.495794819753393,0.17384174916450992,0.10154353531235401"
2078,"0.0,0.0,0.0,0.58988,0.0,0.0","0.0,0.0,0.0,0.6904018823370187,0.0,0.0","0.0,0.0,0.0,0.7972269335237522,0.0,0.0","0.07850976439925136,0.10161575963733863,0.04458397139797022,0.0809029384206888,0.1622446532226819,0.07386859271510883","2.2955100535490366e-31,3.57415002850601e-19,4.765620561925726e-15,0.5798208771566756,4.7860655350320546e-21,1.205611537127072e-28","0.21764298440701402,0.28576411410677166,0.10616679110932106,0.8,0.4633371089030945,0.18957205427733334"
3370,"0.0,0.0,0.0,0.0,0.0,0.76885","0.0,0.0,0.0,0.0,0.0,0.7714538938898461","0.0,0.0,0.0,0.0,0.0,0.79840594937015","0.09481371046779341,0.049501789606102256,0.0563483483535129,0.07476092471874131,0.07021327279174565,0.031107948194645747","6.377187449497467e-18,2.7832230065221795e-23,3.636128941258237e-26,1.4018827856904345e-21,4.967310355561287e-24,0.7115195084962109","0.2716747856330165,0.1484988523056541,0.1686423957984568,0.15218391675803988,0.16847983045513082,0.7999999999999989"
3160,"0.0,0.0,0.38291,0.0,0.0,0.0","0.0,0.0,0.4098010381231786,0.0,0.0,0.0","0.0,0.0,0.4135459325553033,0.0,0.0,0.0","0.03515358220796054,0.06645466993136188,0.032938382825137745,0.07137261213314612,0.09845672734051872,0.04631493175217263","4.281689946098007e-15,5.06031694313257e-25,0.3435737539332834,9.639099094428937e-23,1.6558081905141797e-20,4.20660367401062e-24","0.09501614139109835,0.13544805780067778,0.4749274473078733,0.0890044073618344,0.28987881397766063,0.13393476071079793"
562,"0.0,0.0,0.57829,0.0,0.0,0.0","0.0,0.0,0.5639296429470242,0.0,0.0,0.0","0.0,0.0,0.5662216036716509,0.0,0.0,0.0","0.02010993087677964,0.07323225598837431,0.05074945483790203,0.17981009808839463,0.17853243731339277,0.08195206406937446","5.345220796744756e-25,3.7904582636402694e-22,0.4612895582613059,1.2144844981136563e-20,1.4046573818864766e-26,4.827517495155811e-24","0.05138402896554676,0.08961384241929948,0.6604530084592748,0.6442152700580948,0.5997597382446094,0.19499462261340653"
476,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.3607009350833682,0.3886319562409813,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.20797654659850026,0.13117666350595578,0.2952155980779074,0.3608261799717572,0.3792217153824183,0.3104876529806288","7.298216000299818e-15,6.118260899661254e-16,4.111106301210293e-23,3.949545048836395e-14,1.299582866218736e-23,5.221279612567079e-19","0.597035819713874,0.38544491494521016,0.7949514697688137,0.7999759147882558,0.7999948927676894,0.7991002415239037"
3728,"0.0,0.73691,0.0,0.0,0.0,0.0","0.0,0.771242848313001,0.0,0.0,0.0,0.0","0.0,0.798134560214601,0.0,0.0,0.0,0.0","0.09537868954191389,0.03361485564049802,0.0873532680728343,0.11302654688155324,0.18326719133732483,0.080802526674252","6.676042825326422e-18,0.7045428553602893,1.3951370690650659e-21,2.1487325873604734e-27,6.900929660795082e-26,8.400191573286819e-19","0.2710169646874453,0.8,0.25036625015601444,0.3280280152433337,0.5277525150756394,0.2422592040428475"
2414,"0.0,0.0,0.0,0.0,0.71507,0.0","0.0,0.0,0.0,0.0,0.7682094990691171,0.0","0.0,0.0,0.0,0.0,0.7979717790324115,0.0","0.06144650443541643,0.06757063656292112,0.05766603233621132,0.11898353363784117,0.03599066501496626,0.03768056191339822","3.155129557148437e-23,8.604295150134211e-27,1.0889722707789188e-32,1.3035731867934973e-14,0.7022283197418071,1.712174205701722e-27","0.17820330624663136,0.20102932746995272,0.1604112401676704,0.345794680749565,0.8,0.08668006437029652"
268,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.052968049014023244,0.02736609050660656,0.030392752717111806,0.04735393174761579,0.06164028333169591,0.03163733024538872","1.1961443077365005e-21,4.974601059502937e-15,8.565384007984507e-23,1.0594443458459139e-20,2.988527579518569e-25,1.1120748520409654e-24","0.0715878279546565,0.06968673305304651,0.09253859452227023,0.13432045196756007,0.0919426452494038,0.09058622542839662"
941,"0.0,0.62299,0.0,0.0,0.0,0.0","0.0,0.5938932038453796,0.0,0.0,0.0,0.0","0.0,0.5885674951965703,0.0,0.0,0.0,0.0","0.07576335625540066,0.03400407009572231,0.08137153010115875,0.0942756530599238,0.13970307825347134,0.05974772173848827","9.869197499417513e-27,0.5171659135810338,1.04953410234143e-24,8.6648878014474e-18,1.5875730949963848e-23,1.273801110017525e-26","0.20280401025393502,0.6563113741529284,0.24330278083004103,0.18473601610380014,0.31486842466215065,0.1660979167189393"
2254,"0.0,0.73038,0.0,0.0,0.0,0.0","0.0,0.7426306943320334,0.0,0.0,0.0,0.0","0.0,0.7977476091618914,0.0,0.0,0.0,0.0","0.0993232595948707,0.04140917231198884,0.06880322943428868,0.19170288733433694,0.19074848251705634,0.07374638466076591","3.888245401187654e-29,0.6770622826491868,5.730225659521165e-35,1.4684028731952984e-23,2.3117266116459313e-28,2.895316541901286e-45","0.2602268046908949,0.8,0.1837145009558513,0.5170988370827354,0.5999723625871562,0.22078445996497492"
377,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.04337901141176013,0.05416878001797022,0.053076619521443505,0.06162220745328387,0.05302241268865963,0.05181130366797742","3.382258457108133e-18,3.2219202360470623e-18,1.6327474452140015e-17,1.948945583601051e-23,7.740196772103307e-18,1.7680598178747728e-31","0.10706797215169739,0.10505358661580805,0.12735682429313924,0.12628094252694277,0.06833974769874837,0.09407283509113677"
3276,"0.0,0.0,0.0,0.0,0.66368,0.0","0.0,0.0,0.0,0.0,0.6811954566251223,0.0","0.0,0.0,0.0,0.0,0.6682857757796301,0.0","0.0785618664212576,0.056317717537189005,0.061775556472221355,0.11419848962974058,0.05363001085347197,0.032053132654499425","1.8230052914582968e-13,8.999077123227584e-26,1.7202819891557173e-16,1.3094226627326012e-15,0.6080296838420669,5.75976198564637e-30","0.23042328858005617,0.16169225897228298,0.18962047955981576,0.30635705650538225,0.7997846967299487,0.09328351435664199"
3749,"0.0,0.39006,0.0,0.0,0.0,0.0","0.0,0.3910009925637883,0.0,0.0,0.0,0.0","0.0,0.39170000499924706,0.0,0.0,0.0,0.0","0.03758589394165312,0.028011169210714604,0.04771317562157925,0.03337157189161191,0.08602945341507612,0.043511059577587524","1.0830128133373306e-17,0.33978113175777014,5.1797208009103905e-20,9.149036002384617e-16,7.775442884601555e-23,1.38951089678419e-22","0.10588163305138082,0.4477195198564443,0.09420909111906398,0.09636482465897792,0.18682593509503465,0.12667146633420653"
1893,"0.0,0.43829,0.0,0.0,0.0,0.0","0.0,0.4429367865357678,0.0,0.0,0.0,0.0","0.0,0.44732000197808097,0.0,0.0,0.0,0.0","0.09816063415084608,0.06195578520864623,0.03146592416106585,0.17377416333658044,0.19592124509506534,0.04418901247073579","2.9369720658159842e-30,0.3418933944873861,6.84363972010308e-28,8.698103549521403e-26,3.10599076748371e-23,3.0555562253218583e-25","0.13897711903107324,0.5976780442314417,0.07107462903181351,0.6815825381850407,0.7740158468048461,0.12361936827987906"
1655,"0.0,0.0,0.0,0.0,0.63405,0.0","0.0,0.0,0.0,0.0,0.6573131187505697,0.0","0.0,0.0,0.0,0.0,0.6552611273260176,0.0","0.067796334685565,0.05620917417079301,0.04556041787105392,0.06557766150714045,0.04415456840653991,0.03449099828150027","3.025813133344686e-15,1.761659575340309e-36,7.299751855366981e-28,1.98156555706188e-23,0.5791635730203043,4.2421401222960295e-26","0.20613942894340048,0.16688783838772633,0.1202122390377374,0.1809723348694905,0.759527581914416,0.09631069315150893"
1518,"0.0,0.0,0.62219,0.0,0.0,0.0","0.0,0.0,0.6048607499696792,0.0,0.0,0.0","0.0,0.0,0.5943262964257511,0.0,0.0,0.0","0.06151062822274879,0.04811849887362249,0.046177634047555885,0.08893626783098332,0.19183637959515681,0.10716647438309469","2.1235769425050498e-29,6.643033872018885e-27,0.5254653406972803,7.242471571571406e-33,1.5819870526084351e-24,1.0557440303031328e-33","0.17271362079195007,0.09356110008281224,0.7023038025537903,0.19290460495676953,0.5782059029616964,0.3255623785153641"
3995,"0.0,0.0,0.0,0.0,0.60345,0.0","0.0,0.0,0.0,0.0,0.7296242481384361,0.0","0.0,0.0,0.0,0.0,0.7971916977186353,0.0","0.12224035705743383,0.090384954701197,0.06271432793912414,0.06304049310744989,0.06075694240913776,0.03716908447372024","6.040590951548856e-25,1.208401439143083e-16,1.2983190617719192e-16,1.672530565990681e-29,0.6260984187712988,4.512746226690474e-28","0.33821786796184306,0.24765286597196934,0.1886351235843763,0.15822289330553496,0.7999999999999938,0.08126797084585287"
430,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.40598764731688797,0.0","0.0,0.0,0.0,0.0,0.791999999999804,0.0","0.22544343537109962,0.09286770093658635,0.35185056542147686,0.282080367993055,0.38608565106951265,0.3537411194124202","4.3391493948834805e-23,1.7545618951346193e-27,1.7959943078527567e-15,1.5585071551269496e-13,2.738707380448901e-19,4.504115526614249e-13","0.6649142101020467,0.273416038033459,0.799998211783818,0.7746294433178258,0.7999997865898854,0.7999996539502776"
1573,"0.43716,0.0,0.0,0.0,0.0,0.0","0.7230730351427531,0.0,0.0,0.3510890768437472,0.4240120030641984,0.0","0.7957064149574775,0.0,0.0,0.792000000000767,0.792,0.0","0.11655460326250167,0.21219776157616396,0.27256722507503733,0.34854976526878734,0.2941149761192834,0.27978598822173323","0.4740949218874179,3.6342363199157655e-30,1.1286135037604212e-14,1.614037309310627e-05,8.700971999485893e-05,3.0544895851342296e-20","0.8,0.5780857227307771,0.7999809101730802,0.8,0.7999999999999989,0.7999992581497576"
3395,"0.50008,0.0,0.0,0.0,0.0,0.0","0.4518952239160928,0.0,0.0,0.0,0.0,0.0","0.4506797808572879,0.0,0.0,0.0,0.0,0.0","0.05798587309128219,0.05378782351779319,0.189323973659068,0.11891315928485101,0.06969830152263189,0.17461387946164333","0.3626134500859199,6.511775464342589e-22,7.156528891170037e-19,1.034297124666862e-26,3.0101695394850657e-24,1.5602298825744936e-25","0.5899629754129604,0.16358947946394628,0.7990182285187559,0.27930549537004706,0.1960339046900069,0.7049268673901659"
1110,"0.65264,0.0,0.0,0.0,0.0,0.0","0.7519623045862649,0.0,0.0,0.0,0.0,0.0","0.7971253875669511,0.0,0.0,0.0,0.0,0.0","0.059316582534282875,0.12189721218450368,0.07155559918707813,0.15344537332699099,0.17864936455442942,0.0681410428135927","0.6352997952749995,2.1386511688559146e-08,1.2628873627789148e-19,1.3643975921649983e-19,1.9079672936552098e-26,1.3379430660942337e-19","0.7999999999983806,0.3359858460146078,0.10849490244253729,0.43770990998676207,0.47937491067973054,0.12905925842683857"
1092,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.02154393947467789,0.0351852863862889,0.03812202812087517,0.02789318702176896,0.027310523283490106,0.02252869230964556","1.753259633768176e-22,5.651579723859295e-19,5.376353993623083e-14,1.5544142203947725e-13,2.8983619934786534e-16,1.05385594531741e-21","0.06343788549478568,0.09525540506441385,0.11465818617206616,0.08223443971080494,0.07996381271767466,0.06924170904917841"
3484,"0.0,0.0,0.0,0.0,0.33099,0.0","0.0,0.0,0.0,0.0,0.34640487758516547,0.0","0.0,0.0,0.0,0.0,0.31484038611393717,0.0","0.07752645139756413,0.04955716530957529,0.042011087446541175,0.02681618646004534,0.08283072460836387,0.022554877213046103","6.841364828793848e-25,7.712776941510298e-23,3.0512415357271945e-22,6.247411339710086e-17,0.2511599941577667,3.2307456861056664e-26","0.17393964622503932,0.13832673684440874,0.11759561446421496,0.05265328124226362,0.47744892842397646,0.047807593978973696"
2704,"0.0,0.0,0.0,0.0,0.4146,0.0","0.0,0.0,0.0,0.0,0.43187466257050067,0.0","0.0,0.0,0.0,0.0,0.4128519223427183,0.0","0.04598647801307324,0.0453093371736326,0.04123393403619607,0.0485070225570439,0.044559774354737465,0.02724811690487694","1.019516363249518e-31,3.091319834545871e-34,1.1028549080888718e-26,5.592856020979627e-32,0.3466592222265019,7.462109097876831e-35","0.12984884661565246,0.13167064579891155,0.11136065911086145,0.11972661012955066,0.5263220956961113,0.07621104699886241"
2082,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.03651966461162127,0.02889290225308107,0.03185799462964855,0.0313961648086498,0.0425218809439817,0.020794863278156647","2.0925626229655418e-16,2.5307559997650596e-16,6.36864471287889e-17,1.165853635794982e-28,4.291197547341437e-24,1.9560001816883315e-22","0.058304961823955774,0.08654879431791267,0.09682024619878285,0.06521504402326653,0.07630398240264517,0.058269486159945365"
2706,"0.0,0.0,0.0,0.41601,0.0,0.0","0.0,0.0,0.0,0.46536001391833354,0.0,0.0","0.0,0.0,0.0,0.43672346731846307,0.0,0.0","0.06567380206685676,0.09046410694995034,0.03989437378349203,0.06523257173963193,0.05751203103771528,0.03968841173417893","2.2275424302148794e-17,1.8274882194264146e-20,9.877781935174051e-21,0.3526423824469638,2.473176628085678e-19,1.1297443436956664e-23","0.19267410019506925,0.27542111296673794,0.107581602662827,0.6089719641550502,0.15873762077313278,0.10764255347279064"
2050,"0.71145,0.0,0.0,0.0,0.0,0.0","0.7091351186126883,0.0,0.0,0.0,0.0,0.0","0.7967628756789096,0.0,0.0,0.0,0.0,0.0","0.05238102130776723,0.07892703228828216,0.15771251175385106,0.20313524836694646,0.0815788497594082,0.11650058499006732","0.6425930411218331,5.703792837218781e-19,5.9962454786636605e-15,9.535813274941216e-12,1.1959456482846954e-15,3.858841762468274e-12","0.7999968713580355,0.22848236135164252,0.3804615931319239,0.5798355691377437,0.2453899591599436,0.16963884821820177"
3621,"0.0,0.0,0.30593,0.0,0.0,0.0","0.0,0.0,0.3633201380946386,0.0,0.0,0.0","0.0,0.0,0.35848736582978,0.0,0.0,0.0","0.038814993801085586,0.11200188500692113,0.033610683315556805,0.15596207393877892,0.1495769225061599,0.04130286955169358","2.353757583702134e-16,4.725714763015092e-16,0.3005358760439332,3.712310822563931e-14,2.747847638892932e-26,4.7349078461786095e-14","0.06557786353151633,0.19473397579640156,0.42301551716645575,0.336614049586085,0.37029146719057726,0.11947098225410942"
1866,"0.0,0.76683,0.0,0.0,0.0,0.0","0.0,0.7448182567610351,0.0,0.0,0.0,0.0","0.0,0.7980720316518666,0.0,0.0,0.0,0.0","0.0687259804033124,0.03569731729061157,0.09805237266358341,0.10946438875280154,0.15847969396729714,0.06258629608706656","9.790825614277407e-29,0.6816857839689673,7.954125596755324e-26,1.2075444122777313e-20,4.8108576914522944e-37,1.6446450107376218e-23","0.20447876763306805,0.8,0.2963252932433329,0.2903105106721203,0.3860228008981854,0.17558769173989253"
3549,"0.0,0.0,0.0,0.47385,0.0,0.0","0.0,0.0,0.0,0.4894677512398823,0.0,0.0","0.0,0.0,0.0,0.4650238976063913,0.0,0.0","0.07550884042101691,0.09760087669857237,0.036417774100161865,0.07537654356206229,0.061475038566246,0.041670978037640444","2.1210484960876855e-24,6.426255348067007e-14,1.673249500812885e-20,0.3747750817378479,1.7880448133482914e-16,1.6110468945801333e-16","0.22821872245760014,0.2971420301333243,0.08932262298633134,0.6935438798462247,0.16284203500374286,0.1069151144605825"
2788,"0.0,0.0,0.0,0.79953,0.0,0.0","0.0,0.0,0.0,0.7937937888153006,0.0,0.0","0.0,0.0,0.0,0.798760275614288,0.0,0.0","0.03966181030796092,0.023081354368932484,0.03708365764898514,0.013107042706779096,0.051379177487255505,0.06416363089638526","2.7210724350347217e-30,6.017927670352573e-22,1.2334460384014588e-20,0.7661773525848115,2.850128931798423e-19,2.0104973337540622e-17","0.10807510844048743,0.06618941073916416,0.10225650272286511,0.8,0.14986363850894385,0.1856285802955149"
3937,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.2569546573870842,0.17768063518990757,0.03383451770251144,0.2856752148305817,0.30638007320601524,0.07910470251052265","2.31972311397682e-17,1.780065962469203e-13,1.5854417064436986e-25,3.343121143952158e-36,5.144065030325134e-20,3.8530452233594764e-16","0.7368063998531402,0.4825213913270008,0.0898706581858263,0.7999996008905349,0.7999844456269689,0.2199396721083926"
3686,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.03303971914701413,0.027991510698083137,0.21796140673039766,0.0695266011337119,0.2226798320086536,0.22378534105382877","2.5505219579156225e-22,1.874869265693836e-25,2.0905113034643492e-26,1.3395907480920585e-19,2.6189583473658734e-25,3.392137843717231e-29","0.09323586271882635,0.07953788705914085,0.7952004856588614,0.14586034907173576,0.7996824976690773,0.7998733829780743"
2651,"0.0,0.0,0.0,0.0,0.0,0.36029","0.0,0.0,0.0,0.0,0.0,0.3525087297894664","0.0,0.0,0.0,0.0,0.0,0.3493475717741296","0.06991049522569988,0.07583784466452188,0.049736387708156075,0.07775733682134207,0.06996168129456112,0.04981263353410095","7.813949575506707e-25,5.637216366818056e-28,1.784913149288352e-27,2.8586180993840535e-17,1.4513224849825894e-21,0.2786903311982608","0.13167045460425206,0.16742489483000486,0.14887496140341971,0.15158373526520008,0.05451246614689053,0.4418143173951542"
1694,"0.0,0.0,0.47341,0.0,0.0,0.0","0.0,0.0,0.45970585738756464,0.0,0.0,0.0","0.0,0.0,0.449481035719112,0.0,0.0,0.0","0.060171373326750446,0.0622318908784605,0.038608139673109804,0.0923267564472961,0.14923233301521968,0.07047258931203333","1.4732645785128831e-19,1.1933655193690985e-25,0.38976395302381106,3.639233557307109e-21,4.5664171759226705e-29,1.4112741325263433e-21","0.14946791016001024,0.09467786757899202,0.544618048645563,0.12642735093336807,0.37285451298184435,0.20821919786102216"
1182,"0.0,0.0,0.0,0.65016,0.0,0.0","0.0,0.0,0.0,0.75044710985334,0.0,0.0","0.0,0.0,0.0,0.7975992268562653,0.0,0.0","0.07035110938240349,0.067045420559413,0.05198453929418384,0.05438442768906952,0.151210126940686,0.08566434544361473","1.4620119179479273e-31,5.818277693605273e-37,1.2840820745464072e-27,0.6527588743349313,2.7659381261860662e-21,2.800636190052916e-33","0.20176261373917864,0.19467932627168982,0.1462512791472433,0.8,0.40927171751347924,0.2627122038535029"
1355,"0.0,0.0,0.0,0.0,0.69411,0.0","0.0,0.0,0.0,0.0,0.7705476624761007,0.0","0.0,0.0,0.0,0.0,0.7983605444879114,0.0","0.07037673822896211,0.06639446297857678,0.0509276180498409,0.06540729924474485,0.03317839893222175,0.04114443289592711","1.9845962703237377e-21,2.162416934157467e-19,7.910860856769368e-16,1.2743069697411156e-17,0.7062922562539045,2.071364340349548e-16","0.22154283132605646,0.18769790307278578,0.15041621328600419,0.19750054178012535,0.7999999999999977,0.1144502705700668"
3416,"0.52864,0.0,0.0,0.0,0.0,0.0","0.6261774205376525,0.0,0.0,0.35964856079958035,0.0,0.0","0.7954552275307417,0.0,0.0,0.0,0.0,0.0","0.11656914441149246,0.08431148055599808,0.1575125196220876,0.2545218899551688,0.2001943140739195,0.11545398938246872","0.4859729719503385,4.505575710054793e-24,1.3922769426410013e-22,1.2720420210411661e-23,1.3224796803501624e-19,3.6621800357326555e-24","0.7999993037716395,0.25777356952716185,0.4502325505601724,0.7925918435400474,0.5574289634032672,0.3062058127891976"
2213,"0.0,0.39882,0.0,0.0,0.0,0.0","0.0,0.4386455526587596,0.0,0.0,0.0,0.0","0.0,0.4497349911604419,0.0,0.0,0.0,0.0","0.05513996758204888,0.03283815754551809,0.04470752458297037,0.043943836093388734,0.07808335624440857,0.04433873330324437","1.8016854086031648e-20,0.37707959433582783,1.1679128555613652e-16,1.0353805806076193e-23,6.809510430472549e-22,1.1967689274624019e-20","0.14651618352952453,0.505159546103112,0.12169630768059214,0.11034346831481477,0.18272137430499147,0.1255790727676079"
2602,"0.0,0.0,0.0,0.0,0.39429,0.0","0.0,0.0,0.0,0.0,0.39010210177725047,0.0","0.0,0.0,0.0,0.0,0.3825055772971314,0.0","0.055464858131656025,0.038761842940317426,0.03247745096555422,0.03446238323921458,0.04607011359593516,0.02379762079714379","8.419496874044191e-29,5.36862904462839e-25,5.7928692190548894e-36,1.4112688534928194e-50,0.3076044837987873,1.401366766986433e-31","0.14856510535644815,0.10963399847996916,0.08291436907607216,0.08559407324492763,0.4862014637907457,0.06761485257377327"
2307,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0","0.020322648505979642,0.02998065155708736,0.026639715967344407,0.01775024673987818,0.028302197492379128,0.020231422710832715","2.752464008768424e-20,8.0849033248106e-19,9.578578934528295e-20,2.6857743811859307e-15,1.088388235030709e-13,4.0479663827165116e-17","0.05934668456634942,0.0872491593244698,0.07531869021222766,0.04590181168455206,0.08269879568543413,0.05623912270033671"
1599,"0.0,0.0,0.67743,0.0,0.0,0.0","0.0,0.0,0.6776718087416301,0.0,0.0,0.0","0.0,0.0,0.7975066753462414,0.0,0.0,0.0","0.05099003153817895,0.048624492096451005,0.056261955961768355,0.07102868064035942,0.2898665246349993,0.09323142939962789","1.4196923406440206e-14,1.852761629141028e-17,0.6072763116750127,1.0846648463913161e-21,7.444854366437214e-16,1.0827833303565562e-18","0.13836916226592896,0.14894825242070595,0.7999999999999967,0.1598323589513415,0.7999413905195293,0.2565226388624887"
647,"0.0,0.62711,0.0,0.0,0.0,0.0","0.0,0.6323877364685111,0.0,0.0,0.0,0.0","0.0,0.6399712701254014,0.0,0.0,0.0,0.0","0.07764123513115881,0.03504369984520383,0.08365292767918381,0.08306864609199854,0.1301480429445434,0.0714300608655863","1.1626665844526273e-22,0.5644692111826182,1.8146558079494489e-25,1.211375629583318e-26,1.5196673324779562e-31,4.378995249702723e-22","0.2326323648092505,0.7072464109638337,0.23476485949676304,0.20759773528441683,0.3189754108070888,0.2109132439924146"
446,"0.0,0.0,0.0,0.0,0.0,0.69005","0.0,0.0,0.0,0.0,0.0,0.7546081383475597","0.0,0.0,0.0,0.0,0.0,0.7973156809300735","0.04922460616952327,0.055833989259889756,0.04059493770335967,0.05573857316040618,0.05604114630778793,0.049042157264767273","1.545506397331155e-36,1.6701224628458224e-33,1.8252058322740808e-36,1.1612255675301366e-34,7.778341743881632e-35,0.6652642184263184","0.12257904739599756,0.155369890344347,0.10430327399124276,0.10659718157581566,0.14546542381902702,0.8"
3485,"0.0,0.0,0.0,0.0,0.0,0.40473","0.0,0.0,0.0,0.0,0.0,0.4161211812186838","0.0,0.0,0.0,0.0,0.0,0.4110301479934876","0.05661633954173165,0.06021667301191781,0.062202874476699935,0.04259334871849514,0.020323331312317654,0.04623756973157613","4.966870563032225e-16,1.3153146508907801e-20,8.035705091961815e-21,5.13021105905106e-30,8.420283428498503e-28,0.3303262471547365","0.16657179188410592,0.19027539836718543,0.18749727500155292,0.12251906764409924,0.05447916602656088,0.5132083887282284"
