Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
203,"0.0,0.0,0.0,0.1628,0.0,0.0","0.07884516086686455,0.13014818931274014,0.2799551123447408,0.1381732473522656,0.2758023866934218,0.05968111620612199","0.0,0.05043123344021008,0.5332605948940627,0.20291372758373322,0.1100070196719922,0.0","0.07184907541181783,0.09306832105622521,0.24646879503485455,0.09011668952694761,0.16616674189369612,0.0521763062660679","0.0011676207698481597,0.0001965077123370796,0.005960694172801145,0.00037995974023086025,0.05202641392175962,0.0002282990667643874","0.23130838276478624,0.3046429468315952,0.5481216055968475,0.25924530379047556,0.5200329794164779,0.17194951519593768"
11,"0.0,0.0,0.0,0.16732999999999998,0.0,0.0","0.08382022152064271,0.06687978266756238,0.33802380398443,0.26179157459633445,0.2628820625883712,0.15113377327332989","0.0,0.0,0.36360920188335066,0.22026534237914702,0.24518771753104068,0.0","0.06404735600370251,0.056312727862370356,0.06292611963169865,0.10661202690907504,0.06295955121713413,0.11233191032017172","0.0014469837269240281,9.668247768247241e-05,0.21749329215005672,0.051474184671262406,0.15015209784611497,0.004868375961961456","0.2109826140530242,0.17611729015516364,0.46015023712438624,0.4733899440364639,0.39697874978887154,0.3840638760524205"
2083,"0.0,0.0,0.05473,0.0,0.0,0.0","0.12346693151202144,0.09935767508555045,0.4043498218751849,0.18441504870960956,0.08921847892392637,0.332087269042589","0.08191913501760464,0.06097205892805567,0.39362276323975615,0.17035034340179628,0.07583898237144432,0.3158426626773186","0.07336687539067796,0.05285443250568589,0.06345136599740221,0.08204956735977097,0.05963353250983809,0.07647299864853839","0.0003015617477751421,0.003348668850856937,0.29074551011445715,0.04229278669258518,0.0003947471822232869,0.20378048920807051","0.25528994296432655,0.19014959304012607,0.5254586999919059,0.3394441875906486,0.19854660355537773,0.5101031721917573"
881,"0.0,0.0,0.0,0.25456999999999996,0.0,0.0","0.06709260340756709,0.08250297084414153,0.21407870801442763,0.3166486643078723,0.2038591998741926,0.11388748626744273","0.0,0.0,0.07351099922730825,0.30092873372743756,0.26621100695102135,0.0","0.05158878102122912,0.06174531427595044,0.12132957933105737,0.07546718205913878,0.08556372898729954,0.09322157369295106","0.00016002689589659935,0.00022244059711974925,0.03157821255488215,0.18298204576956628,0.043995526678630256,0.0012762541027331153","0.16660094313620571,0.20624950453631927,0.4057803550887637,0.48300670223376874,0.3468482529489602,0.3093144349679052"
3102,"0.0,0.0,0.0,0.0,0.0,0.41257","0.05105683849154083,0.061680274113728124,0.05904388576827194,0.06552888937209317,0.12507281765839184,0.3835412352369431","0.0,0.0,0.0,0.0,0.08229270810678252,0.366443936340755","0.04902505732522627,0.04907330522191204,0.05233989429454186,0.05519387412474204,0.07758565841383484,0.03769107230572282","0.00024021150685556468,0.00019580686479714262,0.0001793343144134991,7.01000584218389e-05,0.0010758242413411415,0.31417640221651283","0.159693313781682,0.15831079463202435,0.16279950053291103,0.1776740462325892,0.27250837886858625,0.4628357142831546"
1340,"0.0,0.0,0.0,0.0,0.1063,0.0","0.0562623802233275,0.0,0.10412490511870076,0.08771265874608965,0.1985139802358881,0.07978492592157894","0.0,0.0,0.06113912345721903,0.07390403728196245,0.21932768741017725,0.09192998245770226","0.04699007688588892,0.031900209473104714,0.06454725121173709,0.05773203504287482,0.04779657824102282,0.0519881075831134","0.0005638307405401985,0.00044333114532021646,0.0034709253431456184,0.00019721903579348845,0.11409711449392884,0.005171018075013941","0.1317931840469654,0.10415950223616713,0.21864088543693355,0.18533368197155192,0.294090815739449,0.16620346022115873"
1997,"0.24827,0.0,0.0,0.0,0.0,0.0","0.3910112841901421,0.19642218750419532,0.10193536613470221,0.13086701195365846,0.0936347437785069,0.09516352892838571","0.40684618226931646,0.18670453180547142,0.0,0.05786753659030602,0.0,0.0","0.07374019661717113,0.07985645859046803,0.06806293976766932,0.09201267137359197,0.07093126406485506,0.07351281112313204","0.25012019769666444,0.005914740190553076,0.0018017391777887426,0.00043738898079394235,0.0006529709955766282,0.00010209429404961758","0.5221819260552899,0.32398308953823385,0.23236330506576733,0.3052733079947817,0.22953911328888643,0.24025186281442504"
2367,"0.0,0.0,0.0,0.0,0.0,0.42267999999999994","0.09456558491309518,0.07193180474062424,0.08190837996078258,0.10680659080015782,0.13909771434127416,0.46539251937066745","0.0,0.0,0.0,0.0,0.11325134175234863,0.4662940985989758","0.07861944881594413,0.05980815928481083,0.0672801810845298,0.07663972150216694,0.08191611114473313,0.04117100901930699","7.834038009421711e-05,0.00014336275843231954,0.00018404842290987476,0.00047800967296533867,0.003089392626071766,0.3919174274631277","0.24884948505501553,0.18076394399866114,0.21069329217320823,0.2542716867967233,0.28974256680122323,0.5443019414305392"
2856,"0.51174,0.0,0.0,0.0,0.0,0.0","0.5154612545246018,0.07133753177175499,0.05724026416674893,0.20954465565735414,0.05893491345468727,0.061368526638994954","0.548221472900067,0.0,0.0,0.22245384157574188,0.0,0.0","0.028330631674874554,0.04972556254378331,0.04749702654251392,0.11227030636064714,0.04810308403546645,0.051095789638543165","0.45994948187865664,0.00020899119712355707,9.237812644429098e-06,0.007587411604846162,9.287298938175447e-06,4.316797304981823e-06","0.5499962119622692,0.16370534601664752,0.15137898054895357,0.40633559009980347,0.15589213257882228,0.16444051568259752"
2735,"0.0,0.0,0.0,0.0,0.0,0.31415000000000004","0.05951727992947312,0.12627441276532744,0.08334713765813082,0.08681911895989132,0.13983413551505522,0.344287166628056","0.0,0.07305395846995494,0.0,0.0,0.05985993075201833,0.3391262476521759","0.05904470729000871,0.07439530396147268,0.06856366228815869,0.06865838585777007,0.09547890177094373,0.04343186337904933","0.0002324684360481613,0.0007647537345081535,2.9694502495835354e-05,0.0004363992122292825,0.0024710612628595446,0.26973364250837123","0.18619012857216657,0.26019470983277754,0.23130371027014662,0.22268193703481864,0.3120756093028237,0.43571613334801623"
2165,"0.0,0.0,0.0,0.0,0.38886,0.0","0.0933947895040777,0.08616846044884004,0.1181953720065025,0.09094215095073717,0.4963821419068405,0.11197809565277966","0.0,0.0,0.0546912995404472,0.0,0.5361036028490973,0.0","0.07520135261434054,0.05638105071045787,0.07478291849623968,0.07158818692937045,0.03777283257636043,0.07132510490189209","0.0006817994974609963,0.0006767375263210298,0.0005580820891476684,0.0011235204636299125,0.42280832983862204,0.00026877027139337104","0.2474078112121755,0.18692243719505916,0.2508223778922836,0.2365362207716564,0.5491315123506472,0.23944456556416052"
1684,"0.0,0.31837000000000004,0.0,0.0,0.0,0.0","0.06130858736390506,0.3235232103206511,0.0,0.060598096822480116,0.061810520674619715,0.07930920736949665","0.0,0.3160346246623596,0.0,0.0,0.0,0.0","0.050351499473517074,0.027957580006292938,0.04087609345344695,0.048806312844057634,0.04941215407607129,0.057552906919484975","2.9210640195139414e-05,0.27539161335293777,5.346745426178696e-05,0.00022326436096046186,6.587358317214686e-05,0.00029969988599796424","0.1629625889311043,0.3849338777765718,0.12708727236151446,0.15920730036603953,0.1621786539019656,0.19153836589710624"
335,"0.0,0.0,0.0,0.0,0.24919999999999998,0.0","0.09814568067177804,0.09266446292274544,0.2319080613619933,0.15422526738299433,0.41356744890678865,0.2794543274577356","0.0,0.0,0.23240385534382466,0.05790780818212055,0.4363535381646236,0.3022962294319549","0.07832986401938426,0.07024972411575538,0.10466815423217232,0.11644952333433714,0.0679410117482351,0.13126555711764204","0.00220925230007713,0.0024064367787579007,0.03470728055275223,0.0012957941832638642,0.2864309866682183,0.06649409816030821","0.26955089870267,0.23414656993615615,0.41250926925327663,0.38511727122189615,0.5457400091858877,0.5227216081681142"
2172,"0.0,0.0,0.18986999999999998,0.0,0.0,0.0","0.0,0.05630487771653094,0.19056525738203536,0.051729738362444974,0.06821197241366742,0.0","0.0,0.0,0.18682837404461541,0.0,0.05907696395526256,0.0","0.03304537378598307,0.035043072488277906,0.04355228782797447,0.04099420111998474,0.047935502235450546,0.030633273050369947","0.0005404303265924869,0.00011591472679633549,0.10636063622693241,0.0003773111214736412,0.00039449636877449926,0.00041949392961204305","0.10660716282309367,0.11830329638753422,0.2754871965315652,0.13638879289296976,0.15923500215379927,0.09870862528520725"
1672,"0.0,0.22687000000000002,0.0,0.0,0.0,0.0","0.06552813450602969,0.27100880459980164,0.0,0.07289807081084518,0.0560086250198592,0.07893402815880714","0.0,0.2739594403431747,0.0,0.0,0.0,0.0","0.06003852733155085,0.03908919180209337,0.03346837846119266,0.05596817055878032,0.04673348691541493,0.06015221606337292","0.00015959986625012083,0.1907356303770138,0.0004068890249082578,2.4633517487029542e-05,0.00015978042467986345,2.2056367661820375e-05","0.17446126861495473,0.3469419295627657,0.1108780545980129,0.1773319827087656,0.14950029705010132,0.19358608811290748"
2950,"0.0,0.0,0.0,0.17302,0.0,0.0","0.05761526049764553,0.05324869422767449,0.4082276774815513,0.13741736435034987,0.2478102121644512,0.1950691895379339","0.0,0.0,0.4228078566310556,0.05867441706077953,0.24498292647728734,0.09637671264999098","0.05462623867427421,0.04188245288484969,0.048856203209820426,0.1010364261506702,0.04617339583775918,0.1025443153341446","0.00021203588111461108,0.0001454701506463807,0.3068933123146306,0.0013828218410324572,0.16914591541619067,0.02332525064031478","0.15991868825390332,0.13891786256257754,0.4963903413123314,0.3444951691293901,0.3566570171281042,0.3843649444505185"
1830,"0.0,0.35273,0.0,0.0,0.0,0.0","0.06337494532286024,0.3605981133920857,0.05508906167893452,0.08476017626904123,0.07736170394416575,0.07064986843482378","0.0,0.3636680007680016,0.0,0.0,0.0,0.0","0.05475067683172083,0.03552704308920094,0.049521543266550276,0.06622890087372002,0.06238062370383039,0.05152671123669991","0.00019829914001991933,0.29340434233199914,0.00011739203164277438,3.5956454886904626e-05,0.0002283387089730006,0.00017198516520826215","0.18267076168216584,0.43704262150119144,0.15278181783783767,0.21284942134006338,0.2031181882415296,0.17111430959717597"
250,"0.0,0.0,0.0,0.10020000000000001,0.0,0.0","0.07277692706617911,0.08790155113914155,0.1714876227258174,0.26043812789021115,0.15684081011378137,0.09259846782780429","0.0,0.0,0.05040181132561599,0.19946923993299892,0.07018676444701313,0.05651724515042753","0.07357081588228763,0.06939266740026218,0.12837931000780278,0.08151260438449345,0.12469009362196512,0.06779576824010289","0.00025743505599875455,1.6025760722138284e-05,0.0031319023616950123,0.13069580957745205,0.001158925355817378,0.002125042141626133","0.24256146382734198,0.22947891865134215,0.44760880747157095,0.4350708248771987,0.43033063697607815,0.22338437582077997"
1944,"0.0,0.0,0.0,0.16619,0.0,0.0","0.06507820261205073,0.0,0.4172790344724307,0.1614064639013457,0.2342101968274402,0.22313248122591803","0.0,0.0,0.42238654229540995,0.10255311153025104,0.22505724065281582,0.2892515312901123","0.06408298300110933,0.04030885053698752,0.051489374804101894,0.10967489312114105,0.04920607573935951,0.10462345716912967","0.0003553624509266913,0.0012746916467729905,0.31821670141121394,0.00017522154638464733,0.13469617509743653,0.03121600752976109","0.19055414155349143,0.1360449400220689,0.518155556694433,0.38229677844108473,0.3324576875236849,0.41496321274814657"
1305,"0.40523,0.0,0.0,0.0,0.0,0.0","0.4563785638022706,0.06257211478773235,0.11644978956240994,0.21268391981452975,0.084617322622398,0.09948488358914433","0.4898429165357262,0.0,0.12537678226268892,0.23170747553732285,0.0,0.0","0.05053719866762535,0.0458628567954856,0.051180579060486585,0.09834622467297986,0.07449353526246101,0.08984276207856728","0.3611926595107425,0.00021880552274151035,0.01705836448069667,0.0005735610551032013,0.00027618403682609747,0.0002069405790906566","0.5417649031373925,0.1513845908898248,0.20615196648240863,0.37478892790407536,0.23773795115970456,0.286900744149856"
2883,"0.0,0.0,0.0,0.0,0.0,0.24656","0.05299401608147788,0.07453844307243965,0.06375235224274978,0.05833272323144828,0.09362822654395966,0.25170492407090783","0.0,0.06310021013964134,0.0,0.0,0.0,0.24684324628709126","0.04420902226260696,0.05103807659938484,0.04381301413202251,0.04312461323630399,0.06723094267354342,0.03592677656551596","0.0003114130564701019,0.0008732639528344378,6.700677634759027e-05,2.077979406072639e-05,0.0001020635636976862,0.1838306997861805","0.13088346752493835,0.17074103206837116,0.1478986709111285,0.1445029900353636,0.2086880768454916,0.3254304657572391"
91,"0.0,0.0,0.0,0.11907000000000001,0.0,0.0","0.052684631255784986,0.0590353964189373,0.24522536155596253,0.16143355574838977,0.15057389283051498,0.15561722226627064","0.0,0.0,0.0,0.20319726360595147,0.07290205052323624,0.0","0.056349776699533526,0.04230560435220666,0.17037595047550622,0.08923076401063117,0.08606798659322061,0.11699305699128869","9.665963501726563e-05,0.0020524524588496854,0.0008987482846056609,0.0015047179793204254,0.005155737909455763,0.0005362459955657413","0.15863694031796446,0.1444846694059294,0.4773550887428299,0.2880718563951232,0.2834245846206967,0.3716478143126442"
3051,"0.16832000000000003,0.0,0.0,0.0,0.0,0.0","0.31432313730694245,0.059952440364365644,0.13762231308100586,0.18610368696115273,0.15851374789179762,0.19457575791393852","0.3162039417079994,0.0,0.14616340808443867,0.1481933337357318,0.0926006115294831,0.09515695980372631","0.06876283339657986,0.049637818908968255,0.06733711240605954,0.09543555642089244,0.09110927763319952,0.11286147316976679","0.18116321891172818,0.00012426489342366094,0.0016499005889376594,0.023800700358751543,0.008398025397489852,0.014277469613061405","0.4524408515823691,0.1665953840900921,0.253288845743841,0.38543226349028875,0.32561784719888853,0.41183496751884957"
1266,"0.0,0.0,0.0,0.0,0.0,0.07243","0.06657746814685347,0.08385541414161746,0.15384260798380262,0.09291519510237162,0.112541905159289,0.18702926522972044","0.0,0.0,0.09581037941437587,0.0,0.0699418948980136,0.1736005362495559","0.05878214600331877,0.0610879094543265,0.08049194191803231,0.06190704817480106,0.06997924001877541,0.07094923722995733","0.0007326737548236669,0.0016908445899232892,0.015636257520034755,0.008996519258211445,0.003377600654117074,0.05681135701254288","0.1684180116731568,0.20369478990798962,0.3085838229486777,0.20810097632968746,0.24117143806547997,0.3334902719514126"
1314,"0.0,0.0,0.0,0.10857,0.0,0.0","0.0,0.06162250294415519,0.06598121979203575,0.19012068136754448,0.08661692477966226,0.05315089053130086","0.0,0.0,0.0,0.18986365762641266,0.06658463768488002,0.0","0.02854027001141554,0.04387919174454445,0.04575772998122094,0.042321663745695924,0.05108260714945842,0.03910230769381337","0.0018706424251582654,0.00032098038600321627,0.0003888271372055169,0.11121750562438093,0.0027113895109387616,0.0005244437587595783","0.09495215375283754,0.14964478058311104,0.15179323983057297,0.2711454144041864,0.179155324799938,0.12759316300376253"
217,"0.0,0.28981,0.0,0.0,0.0,0.0","0.0907681122016618,0.30455670813118746,0.05085994200513074,0.08487008791919523,0.05565343195250735,0.08179869076515241","0.052392206050766096,0.3005529232241023,0.0,0.0,0.0,0.0","0.07572855090873311,0.04501428722360944,0.04483095555159097,0.0760279895668926,0.046745113439769524,0.06484880677937317","7.307338293503445e-05,0.22299160011664707,5.7013309484996235e-05,0.0007817951259023966,0.00029996790449052,4.63532293643881e-05","0.2494514865818968,0.41437435436544534,0.14623478815277588,0.24546744694727274,0.15191440888970456,0.2093118226638389"
2903,"0.0,0.0,0.0,0.0,0.0,0.16963","0.0,0.15108697876790902,0.057382576019624834,0.10108594691799878,0.1828585704338392,0.22023110925033085","0.0,0.08299047929244605,0.0,0.07803220175003975,0.12367980951969679,0.21104084309828447","0.04137864717699983,0.09048690790738212,0.05112505827506696,0.06814593978731137,0.11336057595814798,0.047269500384053205","0.0002699439835257538,0.018480658327158023,0.00032663900980113596,0.0005350654065586976,0.006232379119032103,0.12096155331856479","0.11184528929793462,0.35149831494352946,0.14984535117505476,0.23780836531530467,0.42000747486163265,0.3122671875235479"
2308,"0.3358,0.0,0.0,0.0,0.0,0.0","0.44242955010993773,0.22616947912955537,0.06002525278738578,0.11979959478379744,0.08416090721587323,0.054144359854606125","0.5391136370329002,0.2652721657391935,0.0,0.0,0.0,0.0","0.07018647113117253,0.08990622041000676,0.0514666984856369,0.11507764921862668,0.06940245944393476,0.050667543781459504","0.32128335742263053,0.05009366852929524,0.00013685912778619035,0.00016328541205524837,0.0008274166019187384,0.0003313313379133538","0.5469187798824963,0.3887361887192715,0.1628085079135381,0.39852840134949985,0.2287282386634173,0.1628849334339016"
3026,"0.0,0.0,0.0,0.0,0.10877999999999999,0.0","0.0944729950383943,0.05932402218608338,0.16717855993414363,0.1432963375448366,0.25152104609378423,0.13846755085183746","0.0,0.0,0.2135230791793701,0.09957642470227754,0.19737312690745012,0.0","0.08715247860690574,0.05518982779985762,0.08187255357643969,0.10251710805822098,0.08400401637342991,0.11177101155206479","0.0002113764769397591,0.00020986062783027957,0.008807179992828566,0.004738290492003662,0.12072935332552945,0.002947150073155639","0.30282154600832795,0.17297943293710688,0.30198037585580945,0.36462038811177466,0.4418518059188174,0.3669008604497859"
543,"0.0,0.0,0.0,0.0,0.23432999999999998,0.0","0.09630319388545032,0.05664480226544072,0.2086026799111046,0.13537474092070723,0.35339355213898993,0.12697611176518767","0.0,0.0,0.2300856337646577,0.0,0.34984574315246475,0.10716757157775349","0.07013395581095816,0.0449329769589125,0.07520083832813325,0.09490346837358071,0.06025993187607341,0.07453800349724869","2.22014481822626e-05,0.00026636039169996645,0.06948472786465766,0.0018930478428830103,0.24013896777511043,0.005383948579834462","0.23146833428620223,0.14853924292260737,0.34172734431616764,0.3156594314075698,0.4695218636217104,0.2628723717596226"
895,"0.0,0.0,0.46630000000000005,0.0,0.0,0.0","0.056034377974171705,0.08924867267026196,0.4277219572770462,0.12267520131489859,0.08599401455419585,0.05317801020860677","0.0,0.0,0.4201519940297479,0.06465283003849687,0.0,0.0","0.04855368214630611,0.06869401253700641,0.03766854287641561,0.08775344066020709,0.06451993360098918,0.047441697637733926","0.0003501816921581878,0.00029275908751312773,0.3546527547997904,0.003389037444073639,0.0005659721491100557,0.00022718427868201197","0.1553199078237784,0.21752437052277615,0.5090998009615056,0.2967936853838505,0.2000436791223744,0.15150056984711208"
166,"0.44972999999999996,0.0,0.0,0.0,0.0,0.0","0.4632158283594412,0.0736650015586342,0.11922173604491065,0.19788815934947834,0.07741823721420281,0.15078286575485356","0.467920292420372,0.0,0.11950607304272184,0.19423643330581936,0.0,0.09219035726986703","0.043801208944683125,0.058859361606415354,0.06164065069860533,0.08578613587674419,0.05864295764299332,0.1006757380240069","0.3843048042905528,4.1557900969332e-05,0.006167435623800817,0.04037721083254323,0.0002718879570456306,0.0004565123536611214","0.5459898702913577,0.18940875317744868,0.2248168885423789,0.3672345262014669,0.19191183782684632,0.3475236931996423"
689,"0.0,0.0,0.0,0.0,0.0,0.34789000000000003","0.07036104904413105,0.0887032029206827,0.0810531679953118,0.07551803791505456,0.1343390133901349,0.3470584865107356","0.0,0.0688509613258721,0.0,0.0,0.10802058402846779,0.3539971640724061","0.06589285554432009,0.06334276184721903,0.05902836804386324,0.05759394204732119,0.0890323635676683,0.03863751135494874","0.0003962548316806792,0.0003415869333951023,2.8974274892428418e-05,0.0006736225273957911,0.0017441174127980547,0.27459471461330953","0.21043891593779004,0.20904749115763807,0.19401977141908602,0.18719920860835113,0.29728453606088573,0.424421117796741"
2258,"0.0,0.0,0.38226000000000004,0.0,0.0,0.0","0.06151516437808832,0.07924067244641249,0.32197152464034856,0.13636097206487785,0.05669243631984214,0.0","0.0,0.0,0.36382915640996305,0.0,0.0,0.0","0.04524235715716468,0.0716520045656208,0.06720460485140924,0.1088443088721973,0.04517376049172029,0.03679316382730381","8.159563500737406e-05,0.0009322997476370855,0.15961796924035843,0.001974620317618998,5.4842526954538565e-05,0.0004950574139756449","0.1488740089012549,0.21482279953640088,0.409201624785947,0.32692422643245234,0.13839161781524364,0.09227692611677896"
1595,"0.0,0.0,0.0,0.0,0.0,0.19611","0.055495782559186864,0.06735360732791185,0.08438248820791933,0.06648586033904542,0.08352855357436016,0.2348293068408056","0.0,0.05666156716962243,0.05487533529727458,0.0,0.07975854231089624,0.2486288849726834","0.04269069053697663,0.04720298981957034,0.05308595561742318,0.04753417612123047,0.051345321927766724,0.03595551182579198","7.68564238428646e-05,0.000177370667213724,0.0007665167593479002,0.0009060873263790792,0.0018991475422921403,0.16694146487871914","0.13472031289649872,0.1551891351983145,0.17730624092152097,0.1575412211928247,0.17897183327312133,0.31318081487132693"
3050,"0.0,0.0,0.45813000000000004,0.0,0.0,0.0","0.13428416231683402,0.1105615868132154,0.4657794054800849,0.21463530281002663,0.10847431192883895,0.1228338889909363","0.0,0.10208757362076927,0.5103734190983038,0.17106200543509625,0.0,0.0","0.08566738785502737,0.07217063441041498,0.04588938032716257,0.10563273588891646,0.08328466801529998,0.08982585623088855","0.0002516602578354323,0.00037977772644372894,0.3829346910959167,0.014161260397677596,0.0007005286783133834,0.0032834597068440185","0.2977322733364111,0.2515804361750469,0.5462784265563918,0.4020119667878587,0.27399768537172686,0.3048468891929626"
3296,"0.0,0.397,0.0,0.0,0.0,0.0","0.14352800361349813,0.4486591432891729,0.10808455845707196,0.11136424933114515,0.07640073820720335,0.18046089279963984","0.0,0.4080917608663574,0.0502428957121801,0.09673046565403347,0.0,0.16492423513804158","0.09217160337012964,0.050395091675643065,0.08190319398693721,0.07975857754521977,0.06621592004449418,0.08599148681454145","0.0002531453822078382,0.36399256709857086,0.0010523102904689261,0.00045890425361387117,0.0001480968293293322,0.02218884591351486","0.30633747405569867,0.5436693804115842,0.27167768967500133,0.2656209095101213,0.21261553069153366,0.33927365675139964"
2567,"0.0,0.0,0.0,0.33038,0.0,0.0","0.06743467041673604,0.11527740668522883,0.149496530306817,0.4382698753117682,0.17742062344720017,0.10818995302757399","0.0,0.09152671585198674,0.11656507202734442,0.4453536882949828,0.1400906210869836,0.0","0.05171998999542454,0.07394709302911201,0.10364598157695899,0.05091647214897683,0.0903928690438372,0.08235559844499886","0.00013545165118773994,0.0033545581420295037,0.003356308960272834,0.3477007082531636,0.016409698725112644,0.0012732619223509534","0.16678402308845974,0.2472514360616153,0.366518052386508,0.5323005837054138,0.35563025228928663,0.2677939845246918"
1867,"0.0,0.0,0.0,0.0,0.0,0.50473","0.0729860867080041,0.1085098119998209,0.05147904875653373,0.07802653043323238,0.17457979865555817,0.46691566593048117","0.0,0.0,0.0,0.0,0.1259718345197282,0.45966921448579473","0.06889173020077623,0.07695572128632429,0.042900957837845054,0.06627037675102104,0.10472136090082851,0.03963321555839307","6.880242584303826e-05,0.0002998630115803799,7.448389905315304e-05,6.699001588630665e-05,0.0001231084844936565,0.39884275477772213","0.2199401154036617,0.2587632539788113,0.13816865270481707,0.2108208886717693,0.355077201239204,0.5447187817868591"
2088,"0.0,0.0,0.0,0.0,0.0,0.16660999999999998","0.053427239572186445,0.09228043618921236,0.06277046469322126,0.07033717460401584,0.11157383178726361,0.19639966379071416","0.0,0.05902671178702533,0.0,0.0,0.09180079305319405,0.2098162626983328","0.049369497321721904,0.06091846240568652,0.04377061450467377,0.04934694553675813,0.07166499632857551,0.040377477579318144","0.0001632673377476256,0.00048345639470247687,0.0005419445250915537,0.001042447150708356,0.0002449050551338921,0.11322280418130179","0.14192421117393828,0.1943482641156957,0.148341363688084,0.16863426161261513,0.23843479081981211,0.27299041937883706"
944,"0.0,0.0,0.0,0.16349999999999998,0.0,0.0","0.0,0.06258505117353523,0.06529514811146479,0.23657427251644145,0.08999209221101863,0.06800838072248157","0.0,0.0,0.0,0.24932122069292825,0.0687994158054124,0.0","0.030445052009917418,0.047848173334039554,0.049748248538178275,0.041493634508097864,0.06179989880143518,0.04888365823048948","0.00038083881916549936,0.00015899401147552244,0.00048239707567662916,0.14914485867799365,0.002599908012862898,0.002855929734501192","0.09818223929566869,0.1539403696651949,0.16673837335284938,0.3126103651195247,0.20464744846629826,0.1682720332205584"
1289,"0.0,0.0,0.0,0.0,0.33931,0.0","0.08898328691878148,0.06092992020770605,0.0753513328922818,0.1504589907109789,0.42345507149667067,0.13783399879366545","0.0,0.0,0.0,0.0,0.4112453495095175,0.0","0.08008983591868114,0.05105043158686632,0.058178193446357725,0.12806281240215545,0.06244948329584363,0.12081153039689567","3.11179356803222e-05,5.782730660232051e-06,0.0001994080538692452,0.0010839973021558582,0.3250669996216037,7.542293659959853e-05","0.2675076584907873,0.16761701201046691,0.18551962263869293,0.414948475386575,0.5472424911690053,0.3992694389945087"
926,"0.0,0.0,0.45942000000000005,0.0,0.0,0.0","0.07781847790623853,0.11949404960619199,0.45058961065207315,0.18796152635871807,0.0831820463729748,0.05125251065021955","0.0,0.0,0.4619816779133293,0.0,0.0,0.0","0.06874164725676012,0.0825620065274124,0.05241380377493796,0.12240182991974834,0.06461332452960061,0.04147847951090503","0.0004755366902592349,0.0003532956843643183,0.3531350539271188,0.0038594883756562443,0.0008956133432292774,0.00010624262489059396","0.2218574557155721,0.2721376969918198,0.5414278751282359,0.419430772801298,0.2080604300330554,0.13716627378724638"
2654,"0.0,0.0,0.0,0.19249,0.0,0.0","0.0,0.06871810824931907,0.0,0.2186910500405897,0.10913449124665364,0.0","0.0,0.0,0.0,0.21699756949502935,0.08400162966044755,0.0","0.032515699521524985,0.044620130855051884,0.03217712883192788,0.037278338407703546,0.05401683151713907,0.03202657498779314","0.00034564778242823665,0.00030343964384438825,5.750614498196452e-05,0.14942493324390377,0.00440005085695588,0.0004549172091767214","0.10928285545724245,0.15241912068799898,0.10993064821088508,0.29454112422752904,0.2095723532211437,0.10791825646935471"
604,"0.0,0.0,0.0,0.0,0.0,0.30562","0.06422272198817386,0.08707370541842868,0.14058486843158569,0.09149473661189284,0.12620349412729376,0.3498907687512511","0.0,0.0,0.0,0.0,0.09328299137708015,0.29667713984940913","0.06002110221031726,0.07301901467429787,0.11564972742331368,0.07238911397665442,0.0802097944759113,0.08167078607021153","0.00031911645419074533,6.161341614611577e-05,0.0012473041057418867,8.775356280054431e-05,0.0034863519285592286,0.2357617302857109","0.19048548665329473,0.23054041773408057,0.3584449474998945,0.23882476223516297,0.28216006620462925,0.5373930452171154"
2359,"0.0,0.0,0.11401,0.0,0.0,0.0","0.07713959967310334,0.09073946950607058,0.2791545373676372,0.16759102855978458,0.162820222976184,0.10572509922953266","0.0,0.060654962480682674,0.2749367288397737,0.11886305185389837,0.1849888871654595,0.0","0.061129182348146384,0.0693990387532058,0.06948896950457598,0.11673747412851183,0.08637720946174768,0.09898505066317302","0.00024043508967792378,0.0021900960707869907,0.15491374736863786,0.010297191921910523,0.01285109144359099,0.0003184393777486171","0.1964580461561084,0.23011289365297444,0.42073295403199495,0.4245119060446546,0.3227912142565741,0.3377513457472858"
946,"0.0,0.0,0.25027999999999995,0.0,0.0,0.0","0.08811495978952057,0.08876116985327066,0.3350206123332446,0.12726983430060762,0.09440233152233543,0.08047567373016712","0.0,0.0,0.31825591771035666,0.056294571661557984,0.11369978631395372,0.0","0.055177076412831774,0.06394836047846225,0.05200721321791592,0.07867072624060324,0.06561385207931943,0.0677684104030406","0.006224931055797991,0.00021300687347886342,0.23270200732252416,0.003147445349015529,0.00038498739834122594,0.0003228564841780495","0.18991416161275965,0.21496141000190788,0.44224235703844056,0.27100757313079493,0.2168611043976879,0.21955652263828893"
2091,"0.0,0.0,0.0,0.0,0.0,0.11504999999999999","0.08141679898308665,0.0,0.09321695927728314,0.11637743161842329,0.0869076462543324,0.2284829159975867","0.0,0.0,0.08466185334616982,0.0891770681047647,0.06468347612055794,0.24054910582774452","0.04997090038224693,0.031457288295582087,0.048736704042309655,0.055518129431856904,0.052332840181743154,0.057915541128544","0.0017431593974736816,8.738991599003717e-05,0.003114631082779625,0.02196831789118616,0.0013443823959511654,0.11119272572186431","0.16792451196501332,0.08395528252790437,0.1780590704868193,0.2233446838463674,0.1691471877945596,0.33732553050024705"
