Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
3280,"0.0,0.0,0.0,0.41874,0.0,0.0,0.0","0.31751246146471934,0.22576562854382343,0.4743882538676354,0.5049956242773809,0.06296468418362058,0.12376559786503305,0.17171343294584368","0.3436489438544623,0.14920970503925124,0.5444966486573775,0.5463386573532745,0.027731036306065313,0.09738557073383584,0.19055866782009323","0.06911568398984355,0.12143307929699522,0.09547637123102758,0.03993647082029294,0.05482327936000852,0.06698785500614764,0.08093215019980651","0.17347717759302927,0.05053352790940484,0.25181370348123305,0.42512303695628717,0.00028695430673867197,0.005780365048672647,0.0026551724567361553","0.44725113544154327,0.5063664671144813,0.5499499307551028,0.5499618378194671,0.17457183069699117,0.24676407799845726,0.3074848280425532"
384,"0.0,0.12645,0.0,0.0,0.0,0.0,0.0","0.03369808697732376,0.17690851488329368,0.04664569383918056,0.051468119002693206,0.09792654721392319,0.02840146955297917,0.025522422442970025","0.02681982370883184,0.18973088388546483,0.02873279875851164,0.046109737862327686,0.07304099238140951,0.009798335532107995,0.029552293665952814","0.02167616601334174,0.030233147602597838,0.033509711679108746,0.03551488736923887,0.05561053384430513,0.018973336953989364,0.014117077249519376","0.00010333562773108731,0.11504346465116592,0.0003904406556594411,9.225610376591161e-06,0.0006189840079789227,5.793198707917529e-05,3.2109057428887126e-05","0.07437322070883212,0.23132648574068956,0.11288219965588647,0.12073099390746078,0.19704100092215443,0.05892985804752224,0.04713727426491635"
1242,"0.0,0.0,0.0,0.06151000000000001,0.0,0.0,0.0","0.04606541141659958,0.23301706509191922,0.06768456478246827,0.2132885319046727,0.07325761359201179,0.22258764283182164,0.05920455519612642","0.022014453369904208,0.2520501890680548,0.025085196686986888,0.04969424883205345,0.03337475469777437,0.18769551133139978,0.01931376281653542","0.03330120659163639,0.06973198356432898,0.058162459492784764,0.13360416215377957,0.06849816720131667,0.09074962372283568,0.04909648543318631","0.00012433003526584712,0.08847422059716543,0.00046774802010733754,0.0033461888071090622,0.0012113323098688802,0.04948274117853916,0.00019737301651927763","0.11394924035860525,0.35616428323739885,0.18329025640009936,0.4353219775160378,0.2205864647086348,0.39612221267861114,0.15751984411345218"
344,"0.0,0.0,0.0,0.0,0.05508999999999997,0.0,0.0","0.03896030040845088,0.08125829165687756,0.061083674022395625,0.27368785992489375,0.3508170035355786,0.11795960970972842,0.03398183311758921","0.032682480982570664,0.047914518957811084,0.04061005496685935,0.2983714148144719,0.3549978220785095,0.12917180308382348,0.03307518304407023","0.02466459948362128,0.04972055220577903,0.04844082801415008,0.08855198931805192,0.07254691310716352,0.060565281876201305,0.024920161475945325","0.00039977955631340567,0.0018359188234102347,0.0006776135780434653,0.05601018311604267,0.16928163086086506,0.008309825481759368,0.001108123038469186","0.08522858684597491,0.16671988996093268,0.1621708572748391,0.41332170302897775,0.48851414764693374,0.22687000366626256,0.08413228587834883"
1469,"0.0,0.0,0.0,0.0,0.0,0.0,0.19096000000000002","0.029623258033904854,0.03560619837311188,0.1211095437846637,0.21689883403316604,0.04181983720212985,0.11619467440888236,0.4994899846189661","0.029488232032717047,0.011287360295545841,0.04346037165224305,0.03847204509242841,0.046339376014796346,0.09638198504720513,0.538551817113504","0.018265897650087133,0.029351653335413303,0.08100467291986074,0.14402846461230787,0.035400272806609144,0.06719774980741286,0.04841055234373832","0.0007905613944467746,6.414488097445154e-05,0.001149376411796709,7.535678002082353e-05,8.326835110609754e-05,4.41668325645484e-05,0.3996890389160775","0.05945558335377704,0.09921396480914298,0.2742677522893158,0.4328379694521805,0.11926890138163776,0.23826972959384474,0.5499726338866817"
1362,"0.10648999999999997,0.0,0.0,0.0,0.0,0.0,0.0","0.07239636592721334,0.18092562675545595,0.05125938088585719,0.055539911509249314,0.0673631069120526,0.027401752773472936,0.027794679002430833","0.0019441934433093364,0.16919544326997144,0.035166163134564526,0.041679032071369304,0.047665860221907115,0.001406606268924124,0.041813195554114495","0.04145298749894384,0.044891026483760275,0.038418932110222834,0.037310617225908664,0.043455384544770506,0.017745693093645036,0.014223245717631427","0.00014849164720638186,0.08587146803683551,0.0003870924864006206,0.0004372772127362828,0.0005804570549638528,2.609696081307727e-06,0.002779916233143986","0.13700706662629655,0.25901600881932446,0.12868777475269094,0.12691861975596175,0.1470756301461376,0.05443654609284794,0.049337882878010116"
1096,"0.0,0.0,0.0,0.0,0.33760999999999997,0.0,0.0","0.02859816200177599,0.02740760203023338,0.04551178033768459,0.24450975292613608,0.4857343539259015,0.16722918178455928,0.03160665894648121","0.04791819958473273,0.03271886394294916,0.007042748327677014,0.31605198044573746,0.5475313023649436,0.19703599187416607,0.032239609560832584","0.014539071424684125,0.016645656379302032,0.03389999069480605,0.1130149805629625,0.0533723541267363,0.07250016574492525,0.01785794335966275","0.0023113360771288474,1.2703364846879161e-05,6.711392728469576e-05,0.0018434985616357837,0.38170039518572124,0.0002791837995338482,0.00037338790309010143","0.04996301377671736,0.0496750719713544,0.11150862914037368,0.37075720325628125,0.5499864249486643,0.2833915090653053,0.058496334635092004"
272,"0.0,0.0,0.0,0.0,0.52249,0.0,0.0","0.08068685700800192,0.054426456443873075,0.04824628866450822,0.04465840323745566,0.5190397171650789,0.1255025914510833,0.052393014210658895","0.03861513437887023,0.0427834565246126,0.042179963475844726,0.0028682725348773233,0.5475093880459325,0.0254882302450313,0.005331479968728515","0.12333244487574258,0.04192715132106062,0.04063679243058929,0.03951495082834372,0.026486759228431783,0.09116117341084198,0.0905284108502292","0.00014771604450929864,0.00022536920376576582,0.00029867377357079515,1.1353624353494677e-05,0.4681012074197912,0.0004963039686879148,2.8068299622166473e-06","0.5237341316264224,0.13686023121226643,0.1328536425454538,0.12663340615047458,0.5499778960011051,0.2948077328938389,0.327910605531669"
2498,"0.0,0.0,0.0,0.0,0.0,0.0,0.08151999999999998","0.09463655265526606,0.3111863873834242,0.08163373291271059,0.08041133938704091,0.037664953896073744,0.04437194796300678,0.3484274490007774","0.06238796490676898,0.3401258457334336,0.042234833546417855,0.034590876738363634,0.031195055000895578,0.01974343972662399,0.35021812844538325","0.05709095018542276,0.09357629821649883,0.0684372132457289,0.0667175025987965,0.030701120012348128,0.037099990708871135,0.09371968236085962","0.0005159296462006445,0.070728275771917,0.00039001742723879945,0.00026657973135031345,0.00012084867263278015,0.00022189090426843957,0.17832936461081703","0.19258829457395463,0.474870254280653,0.21082711961565992,0.20403345995032035,0.09611694162078308,0.11986867363104356,0.5259019530781025"
1394,"0.0,0.40249999999999997,0.0,0.0,0.0,0.0,0.0","0.07041411005720234,0.376028027156381,0.03486350072850181,0.030658510543047527,0.04663139767398178,0.04037138742749668,0.040462130307430774","0.05456043661219932,0.3704356868645346,0.027331649755653303,0.04497257779781669,0.00229937826201743,0.02792054970991677,0.02639661632463612","0.04297409713830021,0.022577924303392047,0.024734481301815485,0.020437836110868187,0.03738278008045394,0.028706449553569668,0.030214346129939205","0.000434053086174807,0.3325267867092772,6.99433410608525e-05,4.589182248620214e-05,5.346960151192952e-06,1.109842069048874e-05,7.088159022175152e-06","0.14635156199922125,0.4203083033804314,0.08282170066260873,0.06594013087116406,0.11960924893620802,0.09459359056234758,0.10393611500201531"
2582,"0.0,0.0,0.0,0.1633,0.0,0.0,0.0","0.03181178485675028,0.08714294975532609,0.08383295059405324,0.2684990063204611,0.20231624995736894,0.08164203803706936,0.0289608854466938","0.046471591136205984,0.0952778762785555,0.04917654651757572,0.30273115680626655,0.23530344154979083,0.059059587950639036,0.040411696398672196","0.01842489304534754,0.05202026994205358,0.056059414545100314,0.07120048080640261,0.08737644333328644,0.05868418352968579,0.017495265617546864","0.00017241976450891423,0.00039673472237768386,0.0007890799913227304,0.12469180258386188,0.009104890434521775,0.0016462336717617454,0.00025323811637237704","0.06365691032272737,0.1738063570184992,0.19533688658233847,0.3916149578155385,0.30915497760763955,0.19521376133205373,0.05250389467085568"
2130,"0.0,0.0,0.0,0.0,0.0,0.51229,0.0","0.04109205830273355,0.046783690940304386,0.058535013053660725,0.0744445882296115,0.164947500194652,0.4919655488856118,0.14500032903063748","0.027827488106471246,0.010880736908265562,0.02245175145511159,0.012026400994336614,0.08777761996233342,0.5363074120821076,0.06843828972200158","0.03304620283708637,0.04127802228054005,0.047294573395620515,0.05913420723348134,0.09292504510095667,0.04262983094347914,0.09750122091990432","2.4966527776902027e-05,6.88817440801806e-05,0.00020161038203749188,0.0001571173344282909,0.0037341054115187866,0.4108727805603816,0.0008524334970023519","0.10903892925638524,0.13014618377407264,0.15530845032522822,0.19229153565177523,0.3308400753184849,0.5499012341644068,0.3301303098164544"
2067,"0.0,0.0,0.50159,0.0,0.0,0.0,0.0","0.033369804882653224,0.03773863682909963,0.47733464930501396,0.06499070893548849,0.03776896403137758,0.0435316161491037,0.050603032167183204","0.042146131387313976,0.04150231506136029,0.5075068602512931,0.036999758676988466,0.03801812111750201,0.006458509117988918,0.04249930329252504","0.022609658511500687,0.0291532947067712,0.06963982287102813,0.058271854442029924,0.024672050913234257,0.034486550648393115,0.03387554254732434","0.00040074974966470645,0.0006073503615315114,0.3542963527421807,0.00015680576267772158,0.0004124360931467903,0.0001543373428009439,0.0005376999979184757","0.06844262248687459,0.09653109564562662,0.5498554704741698,0.19085802627116463,0.08565998448134786,0.11217298066845739,0.11711632726744932"
275,"0.0,0.0,0.0,0.0,0.0,0.0,0.09233999999999998","0.11947505530590277,0.2658659264487795,0.124553372175346,0.10803128351504608,0.05015784901827799,0.055204608767133644,0.3329231406885487","0.048989172107416525,0.026083295542952734,0.03847239884450803,0.027517429711137208,0.02644034735065583,0.028667984373280046,0.3685840144427124","0.0789916822419012,0.14602752795809296,0.12790370800723527,0.1100288603637095,0.05053832525622772,0.052785130684720065,0.11323615829624481","0.003281682943104253,0.0006347307075873982,0.00013095694612283546,9.276852639555585e-05,7.048653414641723e-05,5.8466430568899754e-05,0.11926227707992228","0.25464697637106637,0.4457051375223593,0.4459879415917379,0.3654703297154141,0.1617962742778913,0.16738811116428448,0.5348317942147016"
1643,"0.0,0.0,0.0,0.0,0.23015000000000002,0.0,0.0","0.029227297595101107,0.0540400699815138,0.07583910162791353,0.1761120285073701,0.38976249264563223,0.11547189710501535,0.04880882748138302","0.0299318809456479,0.002183215300078787,0.03249340070650178,0.24241642115060236,0.4325689365147697,0.07188203798453846,0.03223501995646849","0.02059628370227156,0.04178963520386522,0.0647118835718885,0.1057001086252713,0.06435316029666541,0.07109461082513688,0.04060670928329304","0.0001080114227733985,3.297161658634824e-05,0.0001205423624258675,0.0006653523862814053,0.2640238001384505,0.0013433361994550264,0.00034028132326484534","0.07108872391468125,0.135100407197479,0.20448893729144496,0.3434554003668567,0.5191507291546726,0.2352226074409818,0.13788969852003768"
2692,"0.0,0.0,0.0,0.35873999999999995,0.0,0.0,0.0","0.08872133048223475,0.07524921404376363,0.06062790604839298,0.43956450077361076,0.04701011875966432,0.06527612936160133,0.04783435992744327","0.04791125222069979,0.04303393725790321,0.0029730568894024787,0.43209171561583815,0.037761736613205865,0.024191137336267196,0.03177798367073661","0.061583228119300726,0.05134676983940757,0.05127819007242018,0.05553749468038148,0.038143176444143674,0.05209062488172645,0.03980520055259707","0.002362271492177778,1.3992468160281872e-05,4.044079099562029e-05,0.34196102574393167,3.9721017798493786e-05,0.0005151257658090546,0.00016616924121900698","0.20850368770901703,0.16707894830160855,0.1666654529959813,0.5477499615246071,0.12724726403956324,0.16886182225092303,0.13284558845903335"
3172,"0.0,0.46812,0.0,0.0,0.0,0.0,0.0","0.029151366038152098,0.45977866750820884,0.062236438413858834,0.025760487156207927,0.049523363467670604,0.025146499737483258,0.027260683033925273","0.035494882149616755,0.4601876258382019,0.010095709458830943,0.03377538607225669,0.028703471225009505,0.007939752933095214,0.013771046126171482","0.018124071493476494,0.018186604522939517,0.0497529243489152,0.015071027157495136,0.03780163551496167,0.01559637516894305,0.018529866023740457","5.95165563017459e-05,0.4221249216396011,8.052742820585757e-05,0.001575715916501932,0.000344706997000979,0.0019018331624873748,0.00039252855491035693","0.058213674588487675,0.49329360587711907,0.16165850566827275,0.04967976005057607,0.12512652253493645,0.049952524100834776,0.04998494624361429"
44,"0.0,0.0,0.0,0.0,0.0,0.0,0.44665999999999995","0.039100411078522294,0.03683314986657297,0.041515424529601046,0.07823021342097833,0.1387454173270181,0.16458362947248786,0.3953377766394439","0.016741348265613288,0.029072946483733653,0.02209125519030576,0.004026838300269558,0.016351355444283476,0.06060489364929031,0.4458552209520722","0.029740223394497604,0.02910514080315417,0.03389842817475467,0.05729449997263354,0.1087688273010454,0.12938307833523283,0.10853064418464366","0.00014880758483469664,5.3982042073825326e-05,4.189170737312924e-05,4.044478196524778e-05,4.95301366003336e-05,0.0002783441455879334,0.18404593841286782","0.0977507912613886,0.09622452428018476,0.10925710150802406,0.18852641533805473,0.3367294713799334,0.43414257676686163,0.5499394988633342"
3295,"0.0,0.0,0.0,0.0,0.0,0.49129999999999996,0.0","0.058812145865742765,0.1834439960572858,0.07330163812225257,0.08711019432812687,0.24086946605979137,0.3837962907256755,0.21597349129568882","0.0375256477065974,0.027509579693258932,0.03774143923312488,0.041252036753485884,0.00551451444948809,0.3809709204855921,0.19343701198457303","0.042215241909367346,0.14035049762502827,0.0605244767876336,0.06999846293412541,0.15586850205085206,0.0797864397719379,0.12798956737388886","0.00020383820897231327,0.0002192836488409306,5.6537877426676466e-05,0.000620779010802317,0.00011786527513304108,0.24137207002040026,0.0025700767292886444","0.14169722674879356,0.43595792261949157,0.19340181134120385,0.22588795899091474,0.4874447834935993,0.5348326885336986,0.44512521787427417"
2785,"0.0,0.0,0.0,0.0,0.15050000000000002,0.0,0.0","0.036198248188746306,0.07655819305264584,0.06770027393807798,0.19255639961463394,0.3512545348650596,0.0913888359715369,0.044006735006179465","0.04630166341778935,0.044015341676560106,0.016886502006540287,0.20661048780244445,0.350595393102911,0.009422854032057544,0.03300068353068912","0.024663964083619514,0.0484275936198419,0.05404050846592669,0.08903691317566768,0.06931271059144165,0.05971374586140801,0.03424560086684973","7.402118651383446e-05,0.0019941364284701856,0.0010718882902823264,0.009663241449150579,0.1913211900382151,0.0001825974179337324,4.913161539534533e-05","0.08336049242592977,0.16651013458247504,0.17735052268379561,0.33009222018946865,0.48112997430616783,0.19999420327733913,0.11433573577045464"
2377,"0.47524,0.0,0.0,0.0,0.0,0.0,0.0","0.4561101277048777,0.08514620077623213,0.03128969556468487,0.03266435761049459,0.06257386483605071,0.02795027156426226,0.039618248453129966","0.4440671437182506,0.038693920011012094,0.03796892975559293,0.04235566714944888,0.04455831701462833,0.006008223685942416,0.0031587169809521396","0.03357214276064519,0.06412310382189829,0.030471786305275902,0.02362516989466687,0.06570774551079073,0.01777801958636907,0.036592835317347396","0.39560469727485453,0.002237439205123055,3.6232667385712213e-05,1.5297657241599194e-05,0.00041857019436239125,0.0002456895651764414,7.40443663830813e-06","0.5284895317376049,0.2058514749094042,0.05882917069016756,0.07150063670704422,0.18612277994860063,0.0507562710388299,0.11967011768598351"
3489,"0.0,0.0,0.0,0.39592000000000005,0.0,0.0,0.0","0.18741299568705652,0.14140148217647894,0.2548403640036744,0.44498622250637293,0.05039447860265364,0.08950478558020551,0.10670263498634988","0.04774278122873185,0.03908091633470841,0.02767760095358253,0.5390102660703525,0.027086850098069794,0.05085029417793048,0.004238183528932929","0.13972557335350996,0.12745880620339184,0.2133332227564699,0.07002343655369234,0.045152164180670494,0.06622332546337409,0.08997476379436756","5.5489493528126065e-05,0.001082171855747131,0.011707895450493881,0.33205560430964454,1.2653125311203163e-05,0.00021298731346644948,3.4428880970722936e-05","0.3993899914537605,0.4164070899243133,0.5481582700982107,0.5498606152765985,0.13844388517440612,0.21520498646485217,0.28055956901356716"
1430,"0.0,0.0,0.0,0.0,0.50653,0.0,0.0","0.05970505551778771,0.04701959161758955,0.045220519456133965,0.056324257351348876,0.5225714128227589,0.10854615246538869,0.0373211328527334","0.038468465833970886,0.0032987721981875685,0.03476332979944147,0.04566757782199567,0.547353905819011,0.05625212403291621,0.025332862443489847","0.06228496425950023,0.03770838140532646,0.037498560196906186,0.04557653668353856,0.02526476834134696,0.07957583629619945,0.04386139365389992","4.619114213415419e-05,0.0001321968480308966,3.930517426457707e-05,1.659924990041901e-05,0.4704359078067727,0.0003401471693752187,0.00021490555104896375","0.12906781795400246,0.12286349011133588,0.12244400557820727,0.15014820093487116,0.5499846346061799,0.25493669689484744,0.08547933536115651"
2303,"0.0,0.0,0.0,0.0,0.0,0.48150000000000004,0.0","0.026261474497925263,0.0287837139824628,0.07115504453416427,0.3461484807747892,0.5043893965948376,0.3352851542667149,0.03071555161382556","0.03546120522535033,0.04637923368717306,0.059731279184083455,0.34798493362501365,0.5380688341089624,0.18624807880595548,0.04102196634339435","0.014402181677483944,0.016154074539279188,0.03960912205326242,0.0426057742172243,0.04628398741007555,0.1422030190500326,0.027321725460210264","0.0030191003051243197,4.5725891567982216e-05,0.0011286935306518287,0.25870305252062104,0.4032800408894443,0.14580003771035974,0.0001239395136086653","0.049015579512048546,0.05042738606277443,0.14375700134203792,0.42744640139801143,0.5499514057846028,0.5498431258149015,0.0707258908575945"
1916,"0.23393000000000003,0.0,0.0,0.0,0.0,0.0,0.0","0.21972816954544783,0.06487438053740714,0.04791996075803105,0.03702350142766233,0.0334208649577529,0.032705150557155935,0.030737810785829812","0.21852733363239474,0.024692600819503786,0.03980163394819465,0.02394513512448966,0.0025809358751324014,0.007617962249537501,0.048638494416840844","0.02280169679050576,0.0418156367572735,0.03103633555391744,0.025813645545980344,0.030117346503627972,0.021783179851623907,0.016723370258529314","0.17843254712160855,8.477546192400793e-05,0.0021775840637305497,9.990017981682705e-05,2.789130047614503e-05,7.089745115139331e-05,5.129256539770461e-06","0.2657503795316704,0.13972763467854524,0.10769207700913158,0.0892383296940058,0.09351197175860149,0.07562191628946494,0.05167074069781644"
1084,"0.0,0.0,0.0,0.0,0.50046,0.0,0.0","0.03699680503330569,0.040999013066350926,0.050917154123073106,0.0656217400096995,0.5233470507396447,0.12149177631416912,0.03232855019735483","0.03502432131202512,0.02235487774190417,0.04070444717141587,0.02359433642049588,0.5484086970870863,0.10949950641527723,0.024124837593957896","0.03337306320743553,0.030890938306390503,0.038852202206836536,0.05197495408489379,0.022426277654910846,0.08098899240277367,0.02607498935754822","0.00016337400487344118,0.00010614007681181439,4.562433934889504e-05,0.00031219213883383205,0.47990654067158806,0.0003974458534154086,0.00012098399370459732","0.09090441806929135,0.10202560441980127,0.1309608966467937,0.16890555512718633,0.549960184497967,0.2717803141469802,0.07740040007310331"
2855,"0.0,0.0,0.07468999999999998,0.0,0.0,0.0,0.0","0.03570783270907585,0.13056897471265608,0.08635205150963388,0.23092414736021552,0.14050344194946054,0.1619908800933787,0.02996454712011889","0.04630830282451599,0.10316983340586439,0.010183754319444986,0.29661323878778834,0.0126532645428782,0.09249884225829275,0.019233943646707295","0.023075016315452293,0.06236224255296457,0.06752490841288115,0.09213887779335009,0.09361842132320455,0.08961360174233572,0.020678660367321276","0.00018646351960461372,0.009747390399237513,0.0003005441642701661,0.01057218916794688,8.196418275322065e-05,0.007848973303380417,1.5898350279682134e-05","0.07970984819560145,0.22720349872770546,0.21712519123746593,0.36734613021170853,0.2908061758829501,0.3205054977416138,0.06867608172911566"
763,"0.0,0.0,0.32659000000000005,0.0,0.0,0.0,0.0","0.04537020585114927,0.12128359702138457,0.1579927355352259,0.13312113414287174,0.08719946875052281,0.0316752343319728,0.025254709201126612","0.03252458784449874,0.11736550640205429,0.21157722457904465,0.13828573665720217,0.06987629040571589,0.03155151748017108,0.031851155972323394","0.03115346185086971,0.036520356786493305,0.0661512499265704,0.05104660501338641,0.04120679348670509,0.01990121354747247,0.015950975898531096","0.0004966481311289563,0.051696407160283245,0.019186286862501394,0.03270858594445967,0.007886741762565251,0.0015882086919068326,0.0007881472721430676","0.10276101667518919,0.18695837292054568,0.2639069595679244,0.21960767155005242,0.15936208365063137,0.06910124176032989,0.04960748282101876"
1128,"0.0,0.0,0.0,0.18991000000000002,0.0,0.0,0.0","0.0691687296031384,0.1782713732203823,0.09033333333739536,0.26401663370810813,0.06758370370933867,0.11849711271252254,0.06873580800440761","0.03353256466064653,0.20959930036193752,0.020908757643060095,0.2530400401192622,0.017561931404391044,0.08222680233449262,0.03306400832497277","0.04976409743654871,0.05819784387258444,0.07178579783998143,0.07184308739818043,0.056819492116117046,0.07420361973978357,0.053568450058365163","0.00028290754040291094,0.061364467578483003,0.0011826276819336431,0.10695123156296514,0.00039188780740895496,0.00016347894738808657,0.0002050967475569895","0.16219947058767878,0.28033812445871636,0.23276849755137527,0.38947857780550327,0.184013597260072,0.24973370719642082,0.172649812444319"
2771,"0.0,0.0,0.48505,0.0,0.0,0.0,0.0","0.04012981550185619,0.03591468175345981,0.45181198310328075,0.05801174230314715,0.03565950535415231,0.05869165678383955,0.04519160604416831","0.04224845110978541,0.03896758019711085,0.45557405358297176,0.04747272735665329,0.046011319055632785,0.0073370394534957774,0.02567243120582","0.02874424858005166,0.024265198888189267,0.04595930253532794,0.04637199759016977,0.02771609947894757,0.04099848936008667,0.03559771213362729","3.142380021561472e-05,0.00018287776656521668,0.3626062140722253,5.659028101954611e-05,7.425656861840608e-05,0.00013103804768632065,0.00029927660287648047","0.09543559898163745,0.08276412185457134,0.5310506427903803,0.1496135599469833,0.0909981571089511,0.1356412688480955,0.11960153711522743"
1688,"0.0,0.0,0.0,0.13911,0.0,0.0,0.0","0.06451863413217566,0.17681835663984283,0.06776917977132527,0.3535986267056949,0.08955924704032812,0.21009552716633043,0.05394361023044207","0.016298050783062033,0.19847569702124823,0.042795794829006924,0.3223340318978418,0.04257136316307826,0.2250015748463832,0.044312729163289065","0.04948065438084842,0.06813140758200116,0.06326998335399264,0.08064433317825459,0.07461808744046435,0.10327315090254523,0.054544933088477576","0.00017177307991567237,0.03781847888576381,4.229259215086202e-05,0.1988588609806728,1.3029949299760492e-05,0.008615591789729893,0.00017290557886941779","0.16567593862101962,0.28986014877992333,0.19979342420315818,0.5125731243896106,0.23246646498377657,0.38167032031984516,0.17882750098273847"
3478,"0.0,0.40525999999999995,0.0,0.0,0.0,0.0,0.0","0.042825404560106535,0.37908713495098584,0.038771159751585675,0.024929875113950135,0.06938760114080679,0.02899276690824257,0.03198456840238328","0.04232248362336939,0.3792322999882184,0.02991694505017818,0.0009829942852677596,0.04439232204829305,0.010819252873438621,0.04493095684955365","0.02825707086538361,0.01803331861284165,0.02734837341630202,0.015270160963576905,0.05193357357279953,0.01972136402901384,0.01874182945546952","0.00017090685096164313,0.34583219735831,0.00010288929591681859,5.843884845032187e-06,0.00011517936648582878,5.773090431085945e-05,0.00018846161742307508","0.09430776773468338,0.4143797470445256,0.09338326289927842,0.047701444189184886,0.17678994717910193,0.06227933171330401,0.06460859695667079"
1496,"0.0,0.10694999999999999,0.0,0.0,0.0,0.0,0.0","0.036627832368101874,0.17219163212832242,0.045943915781034864,0.048374834155220474,0.09569873866736511,0.03333504003287564,0.026357509801627464","0.024157667387233683,0.1652243252828117,0.021136077476252256,0.002298182394784537,0.05474181999507978,0.03324769690697184,0.022459347593705846","0.023647204259893157,0.03440407764800195,0.03477396203560875,0.03601656361116547,0.05860902201745949,0.02278728587762935,0.01511060369949653","3.789222687325813e-06,0.1053946208498268,0.00013289420563894667,4.48989977780141e-05,0.002233019453584592,0.00029382139630192866,0.0016875719207485613","0.08115107632219,0.23834249981718855,0.1159858852499593,0.11946367236702463,0.20615800586882038,0.07707888109851954,0.04985193100116176"
1276,"0.0,0.0,0.0,0.053279999999999994,0.0,0.0,0.0","0.043651075621918604,0.26434357416814014,0.06870103242498393,0.16369595792854355,0.05955741426596851,0.19590081148963348,0.06616136012366584","0.011586070257633845,0.29161893891277624,0.025411007913666184,0.059532661108203704,0.013008303622131928,0.18301501266558595,0.017532230193601707","0.03313293049298733,0.07127047128550819,0.05983589254066522,0.10836462029310448,0.05818182772217867,0.077462133875404,0.054887593426408025","0.00028604377302623475,0.10726919216320994,3.016923808380894e-05,0.0006315667706853501,0.0007026158097519732,0.050977335343887625,0.00011994445058660003","0.10776077613727811,0.3899041169123152,0.19036911893072708,0.36255192227547295,0.19044053591962715,0.3493317442000657,0.1755786898748506"
999,"0.0,0.0,0.0,0.0,0.0,0.17958000000000002,0.0","0.05253424690568877,0.2854990494530913,0.06871164620323135,0.09986072175482745,0.06118584222213488,0.3035976926172295,0.13046033380658126","0.016279934519749566,0.3308132421270401,0.030144395076891282,0.02571349472964554,0.03209630845489031,0.3205637129773883,0.02566756918334659","0.03629019042473653,0.09908938987850621,0.0625544998526778,0.09320554772992086,0.06728405480761068,0.07031327056031397,0.08510209368705403","8.898871764811254e-05,0.06538995980828881,0.000407758285007454,0.00014325893128128953,0.0006416421533721892,0.17895869831304978,0.000894492227719442","0.12381438315336558,0.4337361724497509,0.18627852399484035,0.30433150109390794,0.21390574383741717,0.4610560339364412,0.2872837584461942"
1211,"0.0,0.0,0.24392000000000003,0.0,0.0,0.0,0.0","0.07740378316519902,0.11452877510766873,0.1769937184995661,0.19338905075343976,0.0585139010912407,0.08030751260595234,0.056438509374755155","0.04181249290816745,0.10765294672866564,0.12860090815609365,0.2223934836382172,0.035899331645964,0.034692277056119186,0.0446179169228923","0.05118764730776666,0.05410443312163373,0.10712002142955786,0.06569313035503761,0.04565765853004189,0.05696529247469294,0.04184081900920103","0.00023868848484510742,0.004863413179515352,0.005005159233446716,0.05800344409126458,0.00017343128942407508,6.793870106010725e-05,4.2060892027217e-06","0.16905131573318946,0.20092386034539647,0.37014581017879494,0.30907996045545355,0.1488359113914351,0.19087851467893835,0.14007291726902796"
3218,"0.0,0.0,0.45404,0.0,0.0,0.0,0.0","0.0454072660746927,0.03501791460150135,0.38070001557022465,0.08736143035556401,0.05786258518994772,0.03345464372433201,0.03371606137502571","0.04587931112137601,0.047553679985585365,0.41652199274462365,0.04680762930054169,0.02723757923964036,0.045640463232192674,0.005819230391627689","0.04602127417768557,0.021720306336928757,0.08340678673040759,0.06712973322846512,0.039930480342274165,0.0235950069676316,0.02478145901252468","0.00038904567947109275,0.0010367330075611947,0.18368798696298294,0.0018922822341286367,0.000485446172784978,0.0002895683003876042,0.0005622892599884396","0.16975323084953187,0.07703830406473752,0.48119023441106423,0.23570982440088215,0.1353849253168879,0.08019715970846619,0.08248425574321384"
2705,"0.54619,0.0,0.0,0.0,0.0,0.0,0.0","0.5121452875185925,0.3009447547395143,0.067013191253033,0.06983275996862787,0.14561880569223315,0.037306057652353675,0.08016705468460307","0.5438345306960435,0.3435972703149114,0.005037101553656243,0.00545280765419406,0.08944397317505653,0.039644724034233816,0.048534949792229505","0.03258775189060318,0.10041783056205748,0.06423805869663633,0.07728749300160284,0.09249501071916072,0.029171561341499154,0.06174795083208188","0.44684979013508574,0.06412362463873361,3.153380278648811e-05,5.996234865656322e-05,0.0005586099731998027,6.835121655808563e-05,1.010750999519955e-05","0.5499390221637291,0.4535620728455925,0.19829070525841933,0.22401199808648395,0.3251588624340787,0.09567665383741905,0.2011855608857621"
