Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
3379,"0.0,0.0,0.0,0.0,0.0,0.31947000000000003,0.0","0.0,0.0,0.05382442870965283,0.1321646459313265,0.15073953663809822,0.13216264606628866,0.3932044939174121","0.0,0.0,0.0,0.13153636525694068,0.1600593327074356,0.12947361591305273,0.5113740017068069","0.019160493356458152,0.028847384128592883,0.03921164672044556,0.07429108587475829,0.07721733187571093,0.0719308446835199,0.14435529781171794","1.8939444611069854e-05,3.8716369339785454e-05,9.411392753412578e-05,0.002506306867348827,0.0009444290212446445,0.0012101702301918703,0.05674311079403761","0.06366996089418554,0.09609262569773398,0.13142880884037586,0.2524187057635524,0.2823502747422988,0.2612921949708736,0.5497540114394613"
696,"0.0,0.0,0.22557,0.0,0.0,0.0,0.0","0.0,0.08139740933473617,0.12268796037866575,0.17318906113713958,0.07326236139551962,0.0,0.0","0.0,0.07124268212409995,0.12109215226247488,0.17080435939812386,0.0,0.0,0.0","0.01617878826635377,0.027310852395044553,0.0416128354038651,0.026297721323953874,0.06047073230676194,0.017625855367655284,0.015107503386502883","0.0008478787436040529,0.02516385249577303,0.051031822596039327,0.11884639705531114,0.0010700547907588277,0.0006882305586632825,0.0024767520819933774","0.052805374966584155,0.13478905786958412,0.2097098111641571,0.2228406917878033,0.18482965953977482,0.06103826884887971,0.04981030282852906"
2662,"0.0,0.0,0.0,0.38678999999999997,0.0,0.0,0.0","0.06527447993337142,0.0,0.0672237521878628,0.3939156261416267,0.05366917278912093,0.05194336560612986,0.0","0.0,0.0,0.0,0.4103919802755399,0.0,0.0,0.0","0.04227421748558078,0.032447528476424195,0.046823964756548805,0.04479139638035835,0.04007149301742153,0.03812969292550977,0.025234824484025684","9.536749952876983e-05,0.0001744441903787086,0.001927651381581161,0.307438551070513,0.0015662258947774742,0.000935003505077933,0.00033965711024762596","0.1458693027228951,0.11101965990266657,0.15618855536154636,0.47674752516363866,0.13795990432139418,0.12878121844688364,0.09022338097609545"
2188,"0.10336000000000001,0.0,0.0,0.0,0.0,0.0,0.0","0.08766175514311018,0.20269670698697112,0.0,0.0,0.0,0.0,0.0","0.10015590237649624,0.1830914796266392,0.0,0.0,0.0,0.0,0.0","0.028924818695660427,0.041291103714173515,0.026541059021151555,0.021749779422182258,0.02678007553489615,0.01744638475406238,0.014018530615627658","0.02601316537600162,0.12990839811928281,6.437253390823312e-05,1.1385376227585335e-06,1.1156279225224354e-05,0.00036675023802853904,0.003489768727055797","0.13871355462120882,0.2879390884779416,0.09324871130320983,0.07391959165532393,0.09100073289441567,0.05488735985696329,0.049973252403477775"
276,"0.0,0.0,0.0,0.0,0.0,0.0,0.10804999999999998","0.0,0.05366963620537386,0.11351435977185931,0.1721989723645921,0.0,0.13221560386307696,0.4332306899282519","0.0,0.0,0.0,0.0,0.0,0.08402063718468712,0.5076935984519051","0.023420056802605716,0.042890363972591314,0.08634960628135419,0.11754794066668334,0.042192454337654894,0.07267497183799483,0.07430348480898717","0.00032089605183468204,0.001011162666090794,0.00027778437479836535,0.0009456839045323247,0.00018324291940816022,0.0026552138995959698,0.2988324896987313","0.07674233808685246,0.14592554625922602,0.2744619471743609,0.3725184728848441,0.13830470921549415,0.25966945447683126,0.5481183092085182"
1016,"0.0,0.0,0.0,0.0,0.0,0.0,0.38513","0.0,0.2097874958153939,0.05684057163899316,0.0684805814872858,0.0,0.0,0.28572360621680254","0.0,0.24737020395213513,0.0,0.0,0.0,0.0,0.2589076668891791","0.041389539528335566,0.0869086528385253,0.05108599820654866,0.05249076018127634,0.026106205578333715,0.04128701575931595,0.10917931572354451","0.0006450930354338724,0.032071296579494285,0.00030043437975255143,0.0030539978430234455,6.667273879417387e-05,0.00010387632539950973,0.09867191048166436","0.13227398593593115,0.35932921210594676,0.15391150197851602,0.1743505654470109,0.08519419148863269,0.13280332569729997,0.49846595118215437"
3023,"0.0,0.0,0.0,0.0,0.0,0.24658000000000002,0.0","0.0,0.06324683958518033,0.08562786707747554,0.14494625995525381,0.15033287999995684,0.3266008098782374,0.11643330253237826","0.0,0.0,0.0,0.05433719808164056,0.0692162437712258,0.321903346901336,0.0","0.02437125283608039,0.050038215452945824,0.07430558172050847,0.10366036961423894,0.10312053164455261,0.07916382333996923,0.0885718825461453","1.2714993955463905e-05,0.0008113502905775511,0.0010705507019818249,0.0003968886077575223,0.0010714343074715743,0.17715170926945664,0.0012482605713775392","0.0820591966906606,0.1580274450232329,0.25092772122878815,0.3359373913752152,0.3419029995755371,0.4671463915192459,0.2939289109028666"
1109,"0.0,0.0,0.0,0.0,0.0,0.51116,0.0","0.0,0.0,0.06283741544257969,0.07320724868363282,0.14842297207367286,0.49841672764375833,0.08667295489846484","0.0,0.0,0.0,0.0,0.06421316394717946,0.5431876857347823,0.0","0.028125478228121815,0.027639276992247556,0.04838865308768083,0.0565138931450305,0.08629973582687873,0.036646597960889114,0.06509740343807802","2.0793230798834097e-05,3.153113669573801e-05,0.00010722036935290779,0.0004778770076922637,0.0015541616564860073,0.4277770170499868,0.0007078716445591855","0.09030947134968287,0.0913425921968198,0.16156142817450714,0.18277198002720882,0.3046168242161506,0.5496642573515906,0.21305724555291292"
3298,"0.0,0.0,0.39293999999999996,0.0,0.0,0.0,0.0","0.06430949666758091,0.0,0.3524833247287589,0.06700909351330388,0.0,0.0,0.0","0.05161836818310504,0.0,0.3549865541182171,0.0,0.0,0.0,0.0","0.036669506530570606,0.02775686096993331,0.039624008354090835,0.045611761485181444,0.025145908573781017,0.03817375796950356,0.027728590068600286","0.0008631937109853086,0.0002216037051607645,0.2746832407220182,0.00010960434150692833,7.165222452593303e-05,0.00014343185166025826,0.00035071227589658253","0.12776533254925107,0.09502595237170133,0.42913553037772056,0.1549309104525629,0.08372969019573746,0.1274326070823746,0.09294958151787701"
970,"0.0,0.0,0.0,0.0,0.12291000000000002,0.0,0.0","0.0,0.0584811534955068,0.06409119703493836,0.14102164932299996,0.2817836062031143,0.06604074402510474,0.0","0.0,0.0,0.0,0.0,0.3459569871820706,0.0,0.0","0.02218458838040873,0.03748162482307451,0.050921478914946874,0.07976783164625798,0.09062137599249157,0.04752546644629468,0.029408386606459853","0.00025025227168774724,9.884129504684131e-05,0.0012350368535668636,0.001551135846934801,0.1068724266094687,0.0006007730548378199,0.0003953090926633075","0.07540321827314583,0.1267261647362555,0.16991823960558614,0.26907385116002897,0.4171659571877771,0.16065312096057105,0.09715416255065998"
1971,"0.0,0.0,0.0,0.0,0.47052000000000005,0.0,0.0","0.0,0.0,0.0,0.0,0.5181473346653908,0.0778985626540201,0.0","0.0,0.0,0.0,0.0,0.5484423891015451,0.0,0.0","0.023392420792525973,0.027066985625132274,0.032617130933243386,0.037689136297541795,0.02469682060096226,0.05753028554903205,0.024228146926785814","0.00017101566376161542,0.0003882779485937358,0.000238149242830778,0.0004993997017785887,0.4701588933978653,0.00030966664827414167,0.00010973719292535242","0.07953475886698273,0.09191888487400776,0.11190871259161117,0.12366833173689977,0.5499530561631332,0.1899065493843432,0.08082753698631431"
902,"0.0,0.30028999999999995,0.0,0.0,0.0,0.0,0.0","0.07207617811284477,0.2765574910649033,0.0,0.0,0.07858142480079523,0.0,0.0","0.08935736725618715,0.2750628828749907,0.0,0.0,0.08546205993664108,0.0,0.0","0.027081048536096275,0.01631617150420164,0.026495525449979025,0.019290792082153476,0.03230733475982407,0.015357017695036944,0.013873573999474283","0.016319251121422657,0.24789453750165627,1.7953692899848547e-05,0.0004976115779133862,0.008073695457590992,0.0004583385283167676,0.002909930672641672","0.11813761718753461,0.3098045547631001,0.08900637424409959,0.06142289528224412,0.1328967685282569,0.04897413904356174,0.04871382243915312"
3268,"0.0,0.0,0.0,0.46797999999999995,0.0,0.0,0.0","0.0609639147760538,0.0,0.0,0.4959582277740433,0.0,0.0,0.0","0.0,0.0,0.0,0.501221845937454,0.0,0.0,0.0","0.04226773637039606,0.02498783584345699,0.03250756828023649,0.03256571911776141,0.02608981850815965,0.030902667481141045,0.02127111669317008","0.00048653988754766234,0.0004507074935871806,9.71071852379909e-06,0.43546278598177923,6.556498741321037e-05,4.030518860321878e-05,2.290537793326346e-05","0.1419398447932738,0.08444849119808931,0.10962572961530026,0.5479233118222404,0.0889642169129417,0.09931897692896095,0.07070112810944472"
480,"0.0,0.0,0.0,0.0,0.43847,0.0,0.0","0.0,0.0,0.0,0.0611104675528213,0.5099420624052099,0.08286813558920438,0.0","0.0,0.0,0.0,0.0,0.5352902995943941,0.0,0.0","0.019096270735311883,0.0248605834124579,0.03517545610173453,0.044753813634475594,0.028394678522296195,0.06484006942989563,0.026158466605055528","0.00046426736559709907,0.000210392122144998,3.19356277597988e-05,4.504694775741201e-05,0.4550056146902485,3.646485203692375e-05,2.0147367314172776e-05","0.06575486101302323,0.08508570432396441,0.11912715227050258,0.14961217093994628,0.5495243700713722,0.20858411748978567,0.08695054234679012"
2741,"0.0,0.0,0.0,0.05976999999999999,0.0,0.0,0.0","0.0,0.1380609971646147,0.0,0.06351784609200514,0.0,0.10422387261642992,0.0","0.0,0.1277738570517187,0.0,0.0,0.0,0.09356204264489758,0.0","0.016342536300754325,0.05171887314700569,0.03311077380369764,0.040051465882562275,0.022154894471216872,0.04799696496287231,0.02896443218526436","5.193269617794326e-05,0.05554068486563529,0.0023885576967893223,0.003936489617999411,0.0006011169829262836,0.0279123681245832,0.0004916741612671972","0.05396167259480508,0.23542441140423404,0.11248273685497791,0.14233044689047614,0.0749233123859182,0.19865592466281215,0.0956201554885017"
1944,"0.0,0.0,0.0,0.0,0.0,0.0,0.4437","0.0,0.1034748125717761,0.0967370113025823,0.09045141713579499,0.05695085417573465,0.07372274527746611,0.3877218200578997","0.0,0.0,0.0,0.0,0.0,0.0,0.5038797240304214","0.03369821262718382,0.08796541176709302,0.08480440891605813,0.07860931179056733,0.05144775485980048,0.059683143578651066,0.1194779820662592","0.00034928864640253323,0.00011475201960490464,0.00032501722096545533,0.00030937531703622493,0.0004724598458252117,0.0010434879793165951,0.1680696040894326","0.10455848387732017,0.263257691528383,0.2791563262245922,0.238044743654468,0.16936039057016766,0.19417275110619278,0.5477901926024203"
2751,"0.0,0.12128,0.0,0.0,0.0,0.0,0.0","0.0,0.16965071792953496,0.0,0.0,0.0,0.0,0.0","0.0,0.16214383704741137,0.0,0.0,0.0,0.0,0.0","0.01815771058469139,0.02627131362517768,0.02209315758144243,0.021843056273034282,0.03334163772230629,0.021780437460807645,0.013963066993577184","0.000411095903831558,0.11491842482897592,0.00011183334805164623,6.909478878744995e-06,2.9542565277177422e-05,0.00012604339315893867,0.0020911897538407687","0.06210021683488967,0.2170717793195414,0.07478476577268689,0.0703718057302718,0.10424514209843073,0.07220828847106049,0.04918196067858754"
2857,"0.0,0.06940000000000002,0.0,0.0,0.0,0.0,0.0","0.0,0.13405869593956096,0.0,0.0,0.0,0.0,0.0","0.0,0.14566387330629252,0.0,0.0,0.0,0.0,0.0","0.014439968447508895,0.026794718250893284,0.02871161579174197,0.02477629712430273,0.028863237402995456,0.018463116886014177,0.014089079749582746","0.0007581549613797883,0.08409437053331249,0.00023606015832850017,0.0016474404253302522,5.1577474303055725e-05,0.000552346005717317,0.00011391492505876659","0.04813430019726413,0.18515114895681561,0.0974764777158113,0.0893600031231952,0.09418209300749239,0.0674914146636263,0.047674075275477505"
586,"0.0,0.0,0.0,0.0,0.0,0.0,0.32338","0.06990000536589581,0.08911722454346475,0.08420606080886921,0.14224948964491133,0.0,0.07593233738263216,0.3467654968165839","0.0,0.0,0.0,0.0,0.0,0.0,0.3586445322798626","0.11088488194876735,0.07701134491704552,0.07918055665614347,0.13261354615497828,0.04452995440386151,0.06073139843085644,0.13986297773185966","0.0008881786847259653,0.001060899766148761,0.00017790066858935268,0.0017742099523781359,0.00026363813446160283,0.0002638815948012378,0.04028549396944048","0.42393518322435697,0.26061141111917174,0.2538193754058609,0.4972630088825294,0.13867305819071415,0.19066594479288237,0.5399350689583982"
887,"0.0,0.0,0.0,0.0,0.0,0.33124,0.0","0.0,0.0,0.05990620033680252,0.10986963549696338,0.06972791592097888,0.36361792316233693,0.08265993563947","0.0,0.0,0.0,0.0,0.0,0.43875412472169,0.0","0.015889536837935054,0.026210958437171264,0.04880332942343734,0.09351890997412494,0.05498967315764745,0.07300392465222644,0.06226305536466635","0.001096149650002511,0.000358950663013852,0.0011249894221625333,0.0005338775038568369,9.529466473359574e-05,0.23492935872171267,3.5514219232692667e-06","0.05053441038299509,0.08321687672514033,0.16717031099106583,0.28898745154154176,0.17711512740129598,0.48644057121251344,0.19807580117805484"
3222,"0.11068,0.0,0.0,0.0,0.0,0.0,0.0","0.11316503816937926,0.052341744102873164,0.0,0.0,0.0,0.0,0.0","0.09344446196993086,0.05335823881260464,0.0,0.0,0.0,0.0,0.0","0.02211682722458714,0.02707617187384597,0.013752399238262365,0.01443590614525695,0.027362424659218485,0.01407631397660066,0.013953017621196221","0.07717207944567765,0.0014745712273068964,0.003938792911731093,0.0017953191946353372,0.0020779445421109494,0.0036377678289951903,0.0024888570898531784","0.15257432240719873,0.10023640187601483,0.049330798765824004,0.04942120853256847,0.10084751334759982,0.04977538087744625,0.048170590285720793"
724,"0.0,0.0,0.0,0.0,0.0,0.0,0.08144000000000001","0.0,0.2012568116154208,0.054423967390554925,0.055555280723281385,0.0,0.0,0.2265026366367333","0.0,0.24819175632491103,0.0,0.0,0.0,0.0,0.19233465967303878","0.0388281991725735,0.0801065683547763,0.04568054794080072,0.04503161772707705,0.03233026250382754,0.0319194448242675,0.08928249124742568","0.0008472125511571172,0.018775840426851598,0.0013451946694363248,0.00027779951931453296,0.0006564842422039013,1.541239655925333e-05,0.07961334018432763","0.12641248740674266,0.3293656192482996,0.13687206555276313,0.1487917315092067,0.08364313751976253,0.10857121220592639,0.41389450683288975"
469,"0.0,0.0,0.0,0.0,0.0,0.30443,0.0","0.0,0.0,0.06545175152440745,0.14699941179412043,0.10732734403097972,0.3743836887328863,0.09683004336245896","0.0,0.0,0.0,0.0,0.0,0.4052561721663621,0.0","0.017837521216252317,0.035799381145204326,0.053351666550729426,0.10449034895873274,0.0732343268751756,0.08098563706901755,0.07128751179590818","0.000284500728709497,0.00011458499839983842,0.0005444806640228382,4.274744019550226e-05,0.00483987068944911,0.23829028694661966,0.001787343055021021","0.057236162646592266,0.11384670530328035,0.17202729006425818,0.32081400488930534,0.24674865775653232,0.5406232424179592,0.24136894879530574"
1079,"0.0,0.0,0.0,0.0,0.49978999999999996,0.0,0.0","0.0,0.0,0.0,0.0,0.5240583032292556,0.07511919914572646,0.0","0.0,0.0,0.0,0.0,0.5452700560280483,0.0,0.0","0.021422932174602935,0.02744995177382849,0.030536247803982383,0.035267569156517256,0.02141389126780174,0.06002400528238687,0.02041955108539054","0.0006528449952666246,4.739247999877126e-05,6.963921540731591e-05,0.00017280682898470912,0.47966458058951167,4.266489026638645e-05,8.784453298296014e-05","0.07311914554112042,0.09282592342103976,0.10141491066396903,0.11780538937960024,0.5499919364212378,0.1980354698012084,0.06873492040688003"
2891,"0.0,0.0,0.0,0.0,0.3789,0.0,0.0","0.0,0.0,0.052028585833187695,0.06685383094025282,0.47461281817011575,0.07490186431327153,0.0510806399619177","0.0,0.0,0.0,0.0,0.482278381071256,0.0,0.0","0.021873499602198043,0.034434347498221045,0.041242694744188416,0.047578920812919444,0.04234849650355605,0.0584938532281002,0.036748714413705356","5.370730866807503e-05,4.6113480819546244e-05,0.00014470523463157455,0.0003073803206066851,0.39681760518041387,0.0002607293494054031,7.970309056215914e-05","0.07441043683819112,0.11581135798501355,0.13432548788788864,0.15667125441094354,0.5458184184171104,0.19449839858543613,0.12547887090250576"
1222,"0.09111999999999998,0.0,0.0,0.0,0.0,0.0,0.0","0.10739604882266467,0.13840956760725037,0.0,0.0,0.0,0.0,0.0","0.1265115569957802,0.13581326353741496,0.0,0.0,0.0,0.0,0.0","0.019644150337893528,0.03881784054342836,0.016400975060625236,0.01654983220001527,0.02620164897641462,0.014166195241062883,0.013684062181452773","0.06615420912946898,0.06403782561391613,0.00048089901948788946,0.0013597267045968773,0.001957649225588449,0.003853524220812899,0.0035565095869950093","0.1430780635177955,0.20923053049500318,0.04999861158893958,0.054299059031463155,0.09380236454347896,0.049793774559968106,0.04972206289933605"
3180,"0.0,0.0,0.0,0.0,0.0,0.0,0.50536","0.23477542153019726,0.11887461906037318,0.06677509922835662,0.2663564912756526,0.0,0.0,0.1965727064603008","0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.20175855292082462,0.10006472613270519,0.07457582137694221,0.20809126113409043,0.043858651764062395,0.04445943670027074,0.176846079062197","0.0007296109517297832,0.0008451319072188283,0.0001411412707276846,0.010428551958229221,0.001209304080758312,0.00015412287924739277,0.0019073475023725693","0.5053933144054851,0.31594374047921886,0.21311338006070155,0.5431461326648555,0.13596476883948497,0.13950575185495961,0.5101023718201371"
665,"0.39551000000000003,0.0,0.0,0.0,0.0,0.0,0.0","0.36216454251377267,0.0,0.0,0.0,0.0,0.0,0.0","0.3629340724091622,0.0,0.0,0.0,0.0,0.0,0.0","0.021478154521614112,0.03826155032230954,0.018381156677103445,0.02428340874288968,0.019117831682958896,0.014824650111647974,0.02564503960464512","0.3193630899148204,0.00069062410305027,0.0001509442474921522,0.0004818920797535907,0.0002552048025397522,0.0025537740029429852,0.00013190634901687513","0.4001530314852169,0.12808748025822417,0.05994532191942632,0.08756075017689272,0.05943880612759128,0.049537623484636896,0.08969593871202736"
2467,"0.0,0.0,0.0,0.32210000000000005,0.0,0.0,0.0","0.08061804494420284,0.07189593112497428,0.06200825983977737,0.4213121803089819,0.0,0.06267315942963059,0.0","0.0,0.0,0.0,0.4055128938121339,0.0,0.0,0.0","0.052280494191663376,0.04442561369493703,0.0479521174188065,0.04980959764484673,0.040520709181809854,0.04598885354436585,0.031361152502042494","0.0009903293374592885,0.0028734357494432034,0.0002660410829600771,0.3210886570512287,0.000568493637084229,0.0007822633926293391,0.001213948246087845","0.18223580822214935,0.15317781025811425,0.16001906199236843,0.5064980835177645,0.13283836906207636,0.15701708444118218,0.1131037223278159"
196,"0.0,0.0,0.0,0.0,0.0,0.0,0.29029000000000005","0.0,0.058039431916715116,0.10042379349363692,0.1906725941996665,0.05607334514947851,0.11050155553451119,0.4415760916744037","0.0,0.0,0.0,0.0,0.0,0.0653048418919069,0.4860459687213031","0.02191691541883603,0.04518352314400157,0.07731668519913971,0.13283210637652965,0.04648068827370805,0.06664534208281737,0.07181966529638764","0.000713953460971105,0.0009474375737266624,0.0008535471151842206,4.3394076307658534e-05,4.018682085457525e-05,0.0012815725299552404,0.3114171115117057","0.07239656316058145,0.1518420442722176,0.24915526459342666,0.4189481139078621,0.1493717473224341,0.2329714420734924,0.5497297052256447"
25,"0.0,0.0,0.0,0.17281000000000002,0.0,0.0,0.0","0.0,0.0,0.07143558434598199,0.24490418406610648,0.1727415056317503,0.06077557829102753,0.0","0.0,0.0,0.05209905842552211,0.31382218428491765,0.24155378925890608,0.0,0.0","0.015181612039871971,0.02749158917864035,0.04217349757761699,0.07819127254395666,0.0956851426136319,0.039670590790463006,0.015560687767312798","0.0022021053101156014,0.00017419617085866684,0.005071250799116044,0.11228246268785183,0.017934624862636226,0.002412402247457426,0.0005285710909634034","0.049966180431435414,0.09189784946091818,0.15087860280480453,0.38417547527196494,0.30371578708750674,0.13350525133011423,0.04957218528948336"
3284,"0.0,0.0,0.35143,0.0,0.0,0.0,0.0","0.06754775489429164,0.0664088684441955,0.31171522060208656,0.06949853762254075,0.0,0.0,0.0","0.05232544449397783,0.05379798320817332,0.34477988955869887,0.0,0.0,0.0,0.0","0.03726581728989085,0.040764911803222906,0.05968420242522293,0.05130340415394816,0.02844141752159852,0.030615779132568383,0.019140294679954928","0.0030081666541468366,0.00119673174378406,0.18343211758733927,0.001863047332449944,6.17695520416847e-05,4.878366314015591e-05,0.00022462142270834773","0.13341539505081257,0.14261715610608744,0.40742261166742816,0.1731144440977513,0.09611840812729232,0.10107713512505781,0.0639221515578793"
806,"0.0,0.0,0.0,0.0,0.43323,0.0,0.0","0.0,0.0,0.0,0.054025144281652546,0.5066329496824058,0.07521903338138365,0.0","0.0,0.0,0.0,0.0,0.5302724238656935,0.0,0.0","0.024110505770985308,0.031468096116569165,0.03448283454086496,0.04043417694309754,0.03039764802634423,0.056161422233638306,0.030598696034176875","0.0003096447379677054,0.00014600888584120333,0.001306954658032777,0.00022729938368140816,0.4488610175379694,3.024669443151204e-05,0.00019024259503218056","0.0843365615551136,0.10514559808665809,0.11459944426117731,0.1342370568881144,0.5499153930827648,0.18655032213084144,0.10180060141470874"
117,"0.0,0.0,0.36280999999999997,0.0,0.0,0.0,0.0","0.0,0.11485615440326151,0.06766677076539286,0.2127671346353421,0.0,0.0,0.05157992318207605","0.0,0.1457859386603767,0.0,0.2715477000834765,0.0,0.0,0.0","0.02783093316250763,0.0466490834155914,0.047247757337017283,0.06875808533327694,0.027744524649542524,0.026613887755949965,0.029365828396148548","1.6318837605162325e-05,0.023614645948261313,0.0019209580838072803,0.08794648954202092,4.540147549727845e-05,0.00015961150967957807,0.001275288007040623","0.09525021204068734,0.18735315902786873,0.15477189979032135,0.32906604576103066,0.08933450731837035,0.09137072216763814,0.10480582257307433"
2734,"0.0,0.0,0.0,0.12672,0.0,0.0,0.0","0.0,0.09311344728379889,0.07517340466672479,0.13334844670882043,0.0,0.08807912281613646,0.051830536100262066","0.0,0.08881792109836172,0.05522943614890011,0.10490792498580943,0.0,0.052169159575297316,0.052974507336793056","0.01601038530936427,0.02914549902881717,0.04388934184804578,0.04721940924149455,0.025873882874568023,0.05990160320168844,0.024802450302103714","6.382754633396164e-05,0.036817844631189096,0.00391912994693062,0.041203698912730374,0.0004069895767706579,0.0056786673393143085,0.00956291340518139","0.04861016005875344,0.14741542562994323,0.15130983169833548,0.22631215513119085,0.08178028366824742,0.21271122163248707,0.10218799551254684"
3213,"0.0,0.0,0.0,0.0,0.0,0.0,0.17745","0.0,0.1864603493087989,0.0,0.06754360627955135,0.0,0.0,0.24694230070225281","0.0,0.17164995818105372,0.0,0.0,0.0,0.0,0.14955252018906562","0.032056208206058666,0.07593797508848708,0.04385993796254325,0.0627781330077882,0.033915710791328976,0.036310539494171006,0.11479736308665657","0.0004231381278572323,0.02170451857563978,0.0003025388075801645,0.0001756521500575715,0.0006409461132096283,0.0004005963351796229,0.06645484847908999","0.11174462297574998,0.3152114795633965,0.1456306610155323,0.19877371642886468,0.0993495559272807,0.11404047845801298,0.47712037081158437"
1638,"0.0,0.0,0.0,0.0,0.0,0.0,0.30200000000000005","0.0,0.0,0.11723243175900927,0.2070702935071894,0.0,0.11446949897526165,0.48449755946131107","0.0,0.0,0.0,0.06946889455783764,0.0,0.11580265629962991,0.5298351426302832","0.015926201854861516,0.026325116243793863,0.08687622331637485,0.12500744446540069,0.035181463991129314,0.06355659433502954,0.050954147196965206","0.0010365609540818898,9.076785350648522e-05,0.0007856157978254729,0.0020366793686413497,9.647316205281505e-05,0.005829656713562381,0.3915102428073624","0.04984623279481341,0.08976950991048098,0.2832910884165028,0.4155687605710905,0.12082953742038471,0.22883997915507304,0.5494112018769608"
3110,"0.0,0.33306,0.0,0.0,0.0,0.0,0.0","0.05228267348558714,0.2994939846237985,0.0,0.0,0.061222144662424975,0.0,0.0","0.05074208941833837,0.301211188478163,0.0,0.0,0.06873599351863263,0.0,0.0","0.030682264020444563,0.01623950264809771,0.030882069593727846,0.020444577315906667,0.035387023062657535,0.01929705757741922,0.014673103234413796","0.001463261090758056,0.26754187137344926,0.00010411421487128785,0.0003408506563255294,0.00010919130216147197,2.4268153423570695e-05,0.0014827448247951992","0.10587945180354759,0.32865215001064685,0.10035194950972319,0.06610640310821067,0.1219810804095086,0.06153203104690141,0.04887882874570945"
781,"0.0,0.0,0.0,0.0,0.51721,0.0,0.0","0.0,0.0,0.0937365663301207,0.2698288747463887,0.5363785717979334,0.16834076858657962,0.0","0.0,0.0,0.09152926820439072,0.27776046617857925,0.545812317308326,0.16042692415033583,0.0","0.014084696555398506,0.01423149145110123,0.02672969338819548,0.029825610574873953,0.010707587526970524,0.033525691579330406,0.014187151076349689","0.003760168792672507,0.0019558710856168475,0.04969149767137406,0.21159491721384655,0.5153442115142118,0.09783628443279453,0.003554993409325664","0.04997706633208387,0.04906030485937603,0.1455291671311151,0.32551587866804943,0.5499938656481361,0.2309601444579735,0.0499897251821092"
1943,"0.0,0.0,0.0,0.0,0.0,0.0,0.3488","0.0,0.0,0.0,0.05109476546548767,0.0898868506289269,0.06830120986985624,0.13130322547710385","0.0,0.0,0.0,0.0,0.09816756672857907,0.0,0.08738462342868736","0.014989030001104315,0.018745152625730212,0.017013601184927004,0.0317829312636408,0.03791371272904506,0.04709145155375835,0.05383440707424803","0.0013800891432234766,1.0748429657375866e-05,0.00018134597717891907,6.85421734940631e-05,0.010465153390270052,0.00013984148451268543,0.05023289923913377","0.049282920577262766,0.06114001350787407,0.05393778753553451,0.10980124525052894,0.1583319901045416,0.15860968512981818,0.24600553062364605"
2040,"0.0,0.0,0.0,0.0,0.0,0.0,0.40258000000000005","0.0,0.0,0.1094942790557003,0.2277807429519011,0.0,0.12046639421066,0.49471872670036054","0.0,0.0,0.0,0.31696879296589975,0.0,0.08739673886571334,0.5144394439015776","0.01643482832994848,0.027233061111499642,0.08309735628030221,0.13434661068630874,0.031153129125382303,0.06434117108429219,0.04407081388274777","0.0017083186444587283,0.0001551219405685981,0.00031268029392768717,0.0039059518099154294,6.600199427743363e-05,0.0019678526285423904,0.41301781068829513","0.049898956173322975,0.09078773639130473,0.2640811800719992,0.4368015899337999,0.10055436782391598,0.23654750069917163,0.5487555473943626"
2840,"0.0,0.0,0.0,0.0,0.0,0.14576,0.0","0.0,0.0,0.08332464792108722,0.2669479560982028,0.09523292382838255,0.33947650272202984,0.0","0.0,0.0,0.0,0.3404868277440217,0.07158940490666867,0.41504482282004435,0.0","0.014947768952355837,0.023149981049762815,0.05997446997262435,0.11576681681950012,0.06268105533848632,0.10727633459327121,0.028168799611570997","0.0020015908823388263,0.0006478192300395972,0.0020259932902312833,0.029911718644759135,0.0005746906620814664,0.12741282245588173,0.00022441498005135765","0.04988487301225704,0.08022770082802165,0.20375357226628182,0.4126015607191199,0.20975298809716,0.500381267785793,0.09304294010685317"
2182,"0.0,0.0,0.0,0.44564000000000004,0.0,0.0,0.0","0.05669461452452339,0.0,0.0,0.49398441060909426,0.0,0.0,0.0","0.0,0.0,0.0,0.5132524086577153,0.0,0.0,0.0","0.04057556487212182,0.02791902998531874,0.03332136829851575,0.03722669538165877,0.02635779544906942,0.03260088959889101,0.02186017293855601","6.912676149447623e-05,0.0002652168242618907,0.0010363956445096705,0.4200834875786709,0.0008204154344732382,0.00019449782545874275,0.000335986567752249","0.13580346566042947,0.09721425680979257,0.11686655843455684,0.548643006415476,0.09431660844696445,0.10820231311554308,0.06807471814037128"
1781,"0.12051,0.0,0.0,0.0,0.0,0.0,0.0","0.12194781924112233,0.05250408539945993,0.0,0.0,0.0,0.0,0.0","0.11519545429388148,0.0520437180268909,0.0,0.0,0.0,0.0,0.0","0.02026259886131999,0.025272689705678083,0.014042558378441405,0.013904187702295978,0.027038970715638072,0.01355059753388464,0.013877856648378352","0.08768195110866886,8.399853661817597e-05,6.02576529365668e-05,0.003335322374238387,0.00020560527801248923,0.004421433781430609,0.004028372125948662","0.1626862656548672,0.09522703126380165,0.047209601258281296,0.04979789952424685,0.09383257189005308,0.04989955651877408,0.04956912630451017"
