Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
3477,"0.0,0.0,0.0,0.0,0.15359,0.0,0.0","0.0,0.06680529239760702,0.05363187944034849,0.10919257762182642,0.1250472566163647,0.2986639971486507,0.34988450206930793","0.0,0.0,0.0,0.060734706090800464,0.0,0.4452010441642882,0.5334636918892908","0.03974541117549225,0.06021509571496504,0.04208344337321176,0.0717126249841647,0.10268397962550824,0.15195918613517095,0.1533589544489721","0.00010182132690571081,2.649899556209511e-05,9.252206605340349e-05,0.00018087254813708704,7.447809721735613e-05,0.037770116471551624,0.03989538368301664","0.13060542627421917,0.19500532727582934,0.14129375980477227,0.23847191838507006,0.33497894535013806,0.545219794877408,0.5499623884595222"
1335,"0.0,0.0,0.0,0.0,0.0,0.10959999999999998,0.0","0.05051792326822193,0.2753413313837921,0.06090335393643437,0.14170918131470073,0.07877888810248962,0.29274844855832455,0.10496789348108575","0.0,0.32156549738606677,0.0,0.0,0.0,0.24000412638131507,0.0","0.03531874402682736,0.09238897173143247,0.05671184465907831,0.12076761931896379,0.08415792653261323,0.08277856821671613,0.08031983753834626","6.800393909083418e-06,0.06872618188903049,0.00019843950484244125,0.0001950081362382097,0.00011653777966711043,0.13932510809311915,0.00023023364758333433","0.12200109640293365,0.420351932631494,0.16464592019514906,0.37945728741361,0.27251221586478663,0.4589042733368693,0.25389956922082296"
1943,"0.0,0.0,0.0,0.0,0.0,0.0,0.3488","0.10004099710530451,0.1544225476202765,0.0,0.10551461440346022,0.07913922319398815,0.5041960592204953,0.46057711279848673","0.05175745712479432,0.0,0.0,0.0,0.0,0.5445058483924559,0.5345111709987238","0.06125004021235834,0.09849784432758556,0.03536096749183769,0.07011886035732529,0.06236087688393421,0.048374455111013744,0.07132586228321385","0.0009718467325312882,0.00021113482943740976,5.50945603035289e-05,3.706636705524053e-05,6.219462480986702e-05,0.4209581301329532,0.3169980369901507","0.21238990151869475,0.3213176521683051,0.11461326099939452,0.2340221148699379,0.1999275968422831,0.5498231104769085,0.5495882431442601"
2605,"0.0,0.0,0.0,0.0,0.0,0.20195999999999997,0.0","0.0,0.13168348943956992,0.08523753749962215,0.19691199520572858,0.09213545110819997,0.36836045925306005,0.12313786247309913","0.0,0.0,0.0,0.07491819707576047,0.0,0.39063921248099565,0.0","0.02625856929927725,0.09597338169320956,0.06659088790418533,0.11077100653309292,0.08241589031918348,0.07556234697615644,0.08797174755504183","0.00012559927059048343,0.0006524593508961344,0.0003863215171434716,0.007288798795839504,0.00043978495129198657,0.23138805121612455,0.00047824561676535924","0.0879972566789313,0.3156016987372848,0.216288334657386,0.38343735191566897,0.2602830449001526,0.5258787150288019,0.2908137136645501"
2968,"0.41588,0.0,0.0,0.0,0.0,0.0,0.0","0.38575891291922093,0.06977084951609734,0.0,0.0,0.0,0.0,0.0","0.391224743341995,0.0,0.0,0.0,0.0,0.0,0.0","0.02155762504602095,0.04692071212723479,0.01892708973417249,0.021765322936729333,0.025339404350522614,0.014690087296440262,0.023925164290861767","0.3394391411947297,0.0001429469803444182,0.0002155749687852507,6.093310965542873e-05,0.00011109768124747965,0.002092882942160619,1.3941275755842862e-05","0.4246138130315507,0.15767189629330142,0.05868211725294587,0.07135401186297127,0.08661613682463272,0.04960227625540897,0.07996703718713365"
2659,"0.0,0.0,0.48544,0.0,0.0,0.0,0.0","0.0,0.0,0.43340478867353865,0.054939805355799454,0.07461001437537948,0.0,0.0","0.0,0.0,0.4575993492929258,0.0,0.09882032004015925,0.0,0.0","0.017454397301608582,0.029882507781076966,0.03297440226230304,0.03948569799742808,0.04147865953581741,0.019839552403901343,0.035711763472862215","1.375490030636721e-05,0.001079625560061428,0.3752389236136318,0.0006341945012034951,5.5945325821787926e-05,2.9201509112551766e-05,0.0006298158303193218","0.05485611446305534,0.09811990219962265,0.49433732601087443,0.1313569350501828,0.14560722938699155,0.06513728723548527,0.11946746264513457"
2242,"0.38183,0.0,0.0,0.0,0.0,0.0,0.0","0.3664969864317311,0.08226541794464237,0.0,0.0,0.0,0.0,0.0","0.369720534280782,0.0,0.0,0.0,0.0,0.0,0.0","0.022306577953293244,0.052346236989022896,0.018050642282473637,0.023420504104122795,0.023612821454936605,0.014597236849394507,0.023699346774154452","0.3206655127459398,0.0002073725613834934,0.0003498941409938165,7.024944432425329e-05,5.058703393333863e-05,0.002953091129817762,0.00014389821312609855","0.4053928307087092,0.1775063064800908,0.05942763126637263,0.07917056536859539,0.07893607616182927,0.049925064295825154,0.08220481405041985"
1308,"0.0,0.0,0.0,0.0,0.0,0.25795,0.0","0.0,0.0,0.06297056528644737,0.14301569720936458,0.0946604771938306,0.3685844573682557,0.13136115705254536","0.0,0.0,0.0,0.0,0.0,0.39505386631364714,0.0547628613599389","0.020451868799389854,0.045515752436737104,0.0488284643693488,0.1034055102129738,0.06712938843656661,0.0824737878057641,0.08930178184133267","0.00016143006244578574,6.223025292791726e-05,0.0001556437546360035,0.0020343292348498766,0.0004864428368745476,0.1979568806011919,0.0011240104910144723","0.06560020770062512,0.1467970373623228,0.15772799094087359,0.31890277217861546,0.2227387213652475,0.5022856345508583,0.2998903250553342"
564,"0.0,0.0,0.0,0.0,0.0,0.53605,0.0","0.0,0.0,0.07275329064948265,0.12671294065329503,0.15598644423444852,0.47317579976602236,0.050951019060301105","0.0,0.0,0.0,0.13893723214634657,0.15076996410421986,0.49930679052904126,0.0","0.017809040772293935,0.021153718472049825,0.047241599061762556,0.066562900909292,0.0828357248805841,0.04687383735946902,0.04653539970446902","3.0383934707549618e-05,3.170490270916048e-05,0.00016969693859462316,0.003208713773940682,0.0027272831942404168,0.3852446422212497,0.00021306024064828426","0.05441784553989624,0.06675043194228343,0.15795223500909414,0.2378598779786255,0.3027715750871596,0.5497966855308304,0.14542032213022413"
204,"0.0,0.0,0.0,0.0,0.0,0.33082999999999996,0.0","0.0,0.0,0.061663695274091754,0.11124469404357404,0.10316273276356296,0.4118224701436114,0.1190870638878078","0.0,0.0,0.0,0.0,0.0,0.4361244730052995,0.0","0.02003986859717671,0.03919890896178123,0.04719747763954672,0.08127647135891496,0.07697022724588784,0.06616612052033038,0.09117331087492776","2.478024089440865e-05,2.1851135371189604e-05,0.0003592760699808858,0.000996309696094885,4.398918802414247e-05,0.2854504901517904,0.00044681996802647435","0.06801313015809048,0.12809807664363357,0.15409475467515857,0.26773323024118806,0.25098854843940027,0.5322880173743407,0.30663842891052556"
889,"0.25046999999999997,0.0,0.0,0.0,0.0,0.0,0.0","0.23743995548238409,0.07301235573648786,0.0,0.0,0.0,0.0,0.053064543536158644","0.2462384248065517,0.0,0.0,0.0,0.0,0.0,0.0","0.044259022500565307,0.047663609816864155,0.047561282647049355,0.029558193372662602,0.04780693410998665,0.023047264746021524,0.0694008019103823","0.14386022531396234,0.00038409837919001585,6.693104858370452e-05,8.966807094785283e-05,0.0007003854733008073,5.597054651820966e-05,0.0003074725520770225","0.30610625395616664,0.15633648846542705,0.15400280075512768,0.09755019410999087,0.1571432474361465,0.08003833663244242,0.11303380129096062"
962,"0.0,0.0,0.0,0.0,0.0,0.0,0.29537","0.0,0.0,0.0,0.1581293725649199,0.43047361649808147,0.3811780314947697,0.3097102941226411","0.0,0.0,0.0,0.07679831579296245,0.4501596216252141,0.5334346894329409,0.533495121725451","0.019617527060459824,0.04473873963733409,0.033842565874254986,0.09404948079367319,0.0848066766089526,0.12519770847313058,0.18213657129253716","0.00022770370974710524,2.7596619426106305e-05,0.00023637863414665772,0.003034714444716655,0.2677010124888423,0.1611394950638563,0.02246106085845252","0.058840300241836035,0.12717975475281854,0.11413994658684767,0.3180557981516284,0.549799072618032,0.5498866236247042,0.5497970009215518"
3269,"0.0,0.0,0.0,0.35794000000000004,0.0,0.0,0.0","0.07761356810514272,0.06520281676560907,0.0,0.44001308039426956,0.0,0.05986606852625398,0.0","0.0,0.0,0.0,0.4526353076256441,0.0,0.0,0.0","0.055290871324596355,0.042436855577235644,0.041098165726783424,0.05308180505394054,0.038932775648366884,0.04656912247739781,0.03691483895169154","1.8817470075197063e-05,0.0005932234153312558,2.2154866304989314e-05,0.3516869414930076,6.48857170956468e-05,0.00036736534641024465,0.00012867606272181048","0.1887806478055757,0.14574307464025496,0.1350288633159102,0.5494724753205614,0.1241196905826914,0.15214103024248762,0.1169833058160536"
2043,"0.0,0.0,0.0,0.0,0.30693000000000004,0.0,0.0","0.0,0.05760304154356859,0.055257647629520214,0.14700885051645723,0.4600403984101776,0.11383553001576731,0.05557029660208902","0.0,0.0,0.0,0.1723116191971627,0.47438218557908185,0.0,0.0","0.024166788875138828,0.04361243252146651,0.04606636500311852,0.08984442535891506,0.04952880085152297,0.07475675002982816,0.04464982623750994","0.00010883415872866888,0.00018600587502590876,0.0009308548497689392,0.00018563896611299528,0.37060071162858693,4.368634772302337e-05,0.00013237884119066562","0.08224478514414806,0.142621131481952,0.1545730889919327,0.30854447287689907,0.5455042556022818,0.2498843898425023,0.14720196603051966"
1627,"0.0,0.15516999999999997,0.0,0.0,0.0,0.0,0.0","0.05518377681113836,0.20620315929946464,0.0,0.0,0.07214759398693407,0.0,0.0","0.056235288188919264,0.20134334403643336,0.0,0.0,0.0,0.0,0.0","0.03414397514467081,0.03384244138249827,0.0347052758084919,0.03826040487884708,0.05235815229409799,0.03477289256107993,0.01696197902041142","2.7546112204204803e-05,0.13981997754840184,5.9695674328915464e-05,1.47880498510289e-05,5.059067188454421e-05,0.00022843377513448386,6.665657770662166e-05","0.11694409584446822,0.27175482296260095,0.11442714498357365,0.12346217303407342,0.17391501151718436,0.11691613850173137,0.053331293038085904"
2287,"0.0,0.0,0.0,0.0,0.0,0.33813000000000004,0.0","0.0,0.1622439518948078,0.07176825587372763,0.08992097197449572,0.14372330770790998,0.403494319546635,0.2227183068668488","0.0,0.0,0.0,0.0,0.0,0.4404804028101219,0.20989741697290132","0.0374798043920425,0.12643348007873054,0.06137609095661128,0.0736507040623319,0.11606829321110555,0.07092318349979082,0.12234422057540902","8.118090768170558e-06,0.0020120335438704646,5.8899796127716757e-05,4.147886882613523e-05,1.9234698025779883e-05,0.27636441735177614,0.00031114597182553474","0.12498905416723825,0.40568209878444883,0.19800861448346774,0.23652436482645495,0.3627208873163367,0.5423495113096645,0.43696679433093627"
26,"0.0,0.28047,0.0,0.0,0.0,0.0,0.0","0.059262259434480255,0.2635817290980269,0.0,0.0,0.0,0.055786728523032215,0.0","0.056153392460160004,0.2655698648511074,0.0,0.0,0.0,0.0,0.0","0.039553076620497216,0.02650491308682931,0.03826191257961499,0.031775508573573676,0.03139240735286075,0.03785500909046624,0.02224783744312287","5.403920088776798e-06,0.2127003524680374,5.012704464110603e-05,0.00028468580552231727,0.00038736716511466625,2.3326219534810395e-05,2.9349819186348048e-05","0.13253920969487304,0.3180672772390447,0.1293263301368648,0.10933420434540606,0.10535522767781232,0.12748206692966738,0.07531027959067073"
99,"0.0,0.0,0.0,0.0,0.0,0.0,0.23665999999999998","0.09737510978953977,0.15670720207355024,0.0,0.11134711596824819,0.08861585540568362,0.5086317288895965,0.466027374991307","0.0,0.0,0.0,0.12400733738044274,0.0,0.5455355586213918,0.5458567083250684","0.06399381817068822,0.09962396668711844,0.0371854416331909,0.06890916337915817,0.0681714638346635,0.03926656760756542,0.0655455704496108","0.0012592852210870683,0.0005908403007864007,0.00036373568422992967,0.00037520951343285547,2.8507340178591635e-05,0.4306359236380935,0.33986857451101266","0.21851796899603065,0.3247368478306312,0.12259877287315044,0.23722757723069868,0.22095183106115723,0.5499773791694198,0.5499116421728755"
135,"0.0,0.0,0.0,0.08046999999999999,0.0,0.0,0.0","0.0,0.2014559250092885,0.09143111132060155,0.23428859077876626,0.10350591292296485,0.16931583973636066,0.0","0.0,0.25184079575640117,0.0,0.2797557976852775,0.0,0.17742405094857844,0.0","0.0328018238190248,0.06867752337963165,0.07290959328520444,0.10477811855684814,0.08191641630677286,0.08376293492292629,0.041449822146929424","0.00024876811567314556,0.056118784317626846,0.0001471449005142426,0.0016915250644405093,0.002240068951163441,0.006342839421099185,0.00021287253152838423","0.10621498102551503,0.3221873719281522,0.2432232787361018,0.39694024288487834,0.2619502272644073,0.3163546638892987,0.1332677146412623"
439,"0.0,0.0,0.0,0.0,0.0,0.0,0.06619999999999998","0.10659251351315993,0.33571690024201223,0.06824335511102403,0.07670460041608643,0.0,0.0,0.3122482190748889","0.09050816076688656,0.33785518194287606,0.0,0.0,0.0,0.0,0.312227150558708","0.0628687079712677,0.07447416970182526,0.058916826952515655,0.06322913119299063,0.03352604121466615,0.03515560074856621,0.09755527773203318","0.00034600871965240795,0.18655044997213518,2.3955943413706758e-05,0.00028585265990888883,1.9948167201590443e-05,6.225539819689238e-05,0.14001779521679755","0.21548917830343414,0.4815511936843496,0.18435542468862998,0.19951987600072918,0.10797980857899485,0.11277697365921721,0.516606036393577"
181,"0.0,0.11754999999999999,0.0,0.0,0.0,0.0,0.0","0.0,0.16980026572885237,0.0,0.0506761202973434,0.08901947401272092,0.0,0.0","0.0,0.17251118299123192,0.0,0.0,0.07685805725857864,0.0,0.0","0.024461833287630755,0.031513901590817406,0.03444472521250446,0.03642423758365984,0.05310734962288665,0.02098795949945389,0.015155556996113194","0.00031089909919686373,0.10306526899633166,0.0002062167630915457,0.00019982024607086333,0.0012563702327745999,0.00016924054367137544,0.0017740509878758186","0.08371394248591973,0.22632538068991867,0.1153037245165717,0.12137923487043085,0.18993316099434746,0.07044718995022693,0.04999643838719464"
3191,"0.0,0.0,0.47940000000000005,0.0,0.0,0.0,0.0","0.0,0.0,0.42809474641572254,0.05737346109595414,0.07799238708181941,0.0,0.0","0.0,0.0,0.4525640688218295,0.0,0.07763813280794764,0.0,0.0","0.017348451923667744,0.034838105038766776,0.04722000613066886,0.05010755356402327,0.04445497012939316,0.019303377093083378,0.036562234358661135","2.1436499472620357e-05,5.223127891360897e-07,0.36208821587760304,0.0001456185695593561,0.0023954477743549835,0.00036966384228584036,0.0004053999539436373","0.054520072344740114,0.09587022985288551,0.49683384696442257,0.15035063345434493,0.15388704842456435,0.06635237621206062,0.12316358825475943"
747,"0.0,0.41417000000000004,0.0,0.0,0.0,0.0,0.0","0.0,0.3770564468704875,0.0,0.0,0.11757351552440039,0.0,0.0","0.0,0.38660152284433263,0.0,0.0,0.0,0.0,0.0","0.029754154274918353,0.045165369716711055,0.03671867924841909,0.03905862207244552,0.1154266541711022,0.018058612888382414,0.03512900512083038","0.0015379093973887808,0.2790942827081802,0.00013444904452889218,4.46240061119845e-05,2.847738133936536e-05,0.0004073593294002919,0.00028455001023124663","0.10248405904582705,0.43032640131852473,0.12473906251150055,0.118595017086494,0.36381540719880884,0.05003058304603772,0.10070846461899"
1529,"0.0,0.0,0.0,0.0,0.0,0.06308000000000002,0.0","0.0,0.23025142842950685,0.07623369714203823,0.16761650560861605,0.07105582849820843,0.3076938824653989,0.09837673473789522","0.0,0.3269028151588993,0.0,0.0,0.0,0.25535643434073674,0.0","0.03391702538434162,0.0990168965098724,0.06979711682051767,0.1217468066720514,0.07433266026617805,0.08533954252443116,0.08162047005195983","0.0005639190834693073,0.045320953531929886,0.0002534642238338974,0.0012024926760640711,0.00013914909313608322,0.17632274571087422,0.0002493204917705259","0.11394640922260112,0.3950706992604992,0.22397645708695552,0.3929716727036632,0.23396283439989035,0.5147094031048867,0.2595230207150827"
1547,"0.46297999999999995,0.0,0.0,0.0,0.0,0.0,0.0","0.43254810761473056,0.07644832411615933,0.0,0.0,0.0,0.0,0.0","0.4266932208780888,0.0,0.0,0.0,0.0,0.0,0.0","0.030979222790338375,0.05570020310275135,0.020131110458569572,0.025044768929369687,0.03913993715711765,0.016722611307498348,0.0314858743547018","0.36053557175399903,0.00012681836408983148,0.000315261310092024,5.22668834509049e-05,9.370329249634338e-06,0.00027726164307445897,2.0285066915217023e-05","0.49367859803984165,0.178295815260322,0.06246676277732857,0.08265958791651998,0.1220922778478652,0.04905792532179558,0.10246029031851382"
2678,"0.0,0.35757000000000005,0.0,0.0,0.0,0.0,0.0","0.05467609529855131,0.34207193705275507,0.0,0.0,0.052784163590273325,0.05117610808529087,0.0","0.0,0.3435455436976721,0.0,0.0,0.0,0.0,0.0","0.036332091328077354,0.02209845087256606,0.030460752136974446,0.021671611914070913,0.03925201589661393,0.03496772337942397,0.02217151142466813","5.171006735330395e-05,0.30231617355970536,6.785559848269094e-05,0.0008030515847305394,2.7664724515998043e-05,0.0008329300815281806,0.0004460649705078628","0.12087810371754225,0.38704484924228566,0.10482443871113843,0.0753585828848356,0.1300297084487382,0.11965512768314648,0.0785197240211527"
1110,"0.0,0.0,0.54189,0.0,0.0,0.0,0.0","0.0,0.0,0.5063452858449429,0.0697942152568889,0.0,0.0,0.0","0.0,0.0,0.5369529690027701,0.054047207058163446,0.0,0.0,0.0","0.01565589516319939,0.02213836670311178,0.031393898791584475,0.047012579506687205,0.029238892772591698,0.030987598791921075,0.03493378194560581","0.0004669035422088131,6.55624560137547e-05,0.44520550569922424,3.454499746040026e-05,0.0005703329188557605,0.0002501452039512509,6.865942122316803e-05","0.04998584584780538,0.07680709146933101,0.5499952960385216,0.15900937008154095,0.1012139573195252,0.1025729113289455,0.11654437380268719"
2772,"0.0,0.0,0.0,0.0,0.45687,0.0,0.0","0.05104882217187176,0.053378929926286955,0.050651160227506264,0.05643558244332188,0.5120960630064767,0.11397942127258652,0.0","0.0,0.0,0.0,0.0,0.5479524980229058,0.06734977067241413,0.0","0.03501918048999717,0.04048761671736569,0.04090538178020105,0.048831250569915795,0.030322019245960216,0.07555381213164425,0.03148195235564251","0.0005191161038337385,4.424099228031187e-05,6.432566880323334e-05,6.691570268426137e-05,0.45306383383232995,0.00031835032035655743,7.011073957530495e-05","0.11757886987549498,0.13585120993389135,0.13626214639715517,0.1536296677950747,0.5499816892789567,0.25590220919530365,0.10627823733226563"
3252,"0.0,0.0,0.0,0.0,0.0,0.0,0.41742999999999997","0.0,0.057684464871626186,0.12576520491775403,0.20410497364988614,0.0,0.09832599237499756,0.49924112780895674","0.0,0.0,0.0,0.0,0.0,0.0,0.5456686703244769","0.023152716512445846,0.06374637591101287,0.09681800973332058,0.13241208968523446,0.03675089587006465,0.06902445104234307,0.05015105698060261","0.0001050837904797117,0.00024263539231012186,0.00010448577343103538,0.0003620243134127682,3.0107308103688536e-05,0.00012619133078667922,0.4029170490974531","0.08193156177550151,0.17888521875361957,0.3092531005185546,0.4263735733419075,0.12054654390742492,0.2309002517225577,0.5498943445369502"
2926,"0.0,0.0,0.0,0.0,0.0,0.0,0.47197999999999996","0.11976065753985529,0.12156507685025573,0.05274213666028596,0.08477203757311204,0.14476977419276094,0.5161959114862331,0.486544007382704","0.10897853029583383,0.0,0.0,0.0,0.0922679616337912,0.5466778807355444,0.5383418161249186","0.06268211676319539,0.0891709911655181,0.04121037752919588,0.06159104828562427,0.09882702962849023,0.03184386337725012,0.05493016462518625","0.0007091872505684155,0.00020872232052602746,8.134967782242252e-05,0.00029954053751500895,0.0006852670534214089,0.45741176610283707,0.38027549407361994","0.23368546828287293,0.2907769310185265,0.13339797850893087,0.2030046844506351,0.32657760546014697,0.5499827274100425,0.5498804656588925"
1343,"0.0,0.0,0.0,0.0,0.0,0.34231999999999996,0.0","0.0,0.12255274948396054,0.07502456670163252,0.10023851949463312,0.1352563738608032,0.42157285406828204,0.21052803958405972","0.0,0.0,0.0,0.0,0.0,0.44015720141869297,0.23587190039804753","0.03479191741344937,0.09799238958333499,0.060273708088276895,0.07718501627743189,0.10439798560161376,0.06402140115386425,0.11868186097774834","0.0002911583389620095,0.0007424815907024129,8.209071941354793e-05,0.0007880289297524731,0.000484967966570402,0.3027791519298839,0.0030444313390263875","0.116093750264695,0.3146242901012832,0.19770528954391492,0.2567516307388319,0.33678519193518,0.5423862655248249,0.4196560958472198"
3196,"0.19648,0.0,0.0,0.0,0.0,0.0,0.0","0.1997423474745203,0.09538331597512628,0.0,0.0,0.05380982650841961,0.0,0.0","0.20602434793097768,0.11882021408166643,0.0,0.0,0.0,0.0,0.0","0.03035359108545064,0.04985626857976837,0.03645074867011265,0.02722436242227793,0.0418274417646935,0.025766809962587862,0.017226378282471262","0.13955511071690624,0.0032220464406412883,0.0002645909926389102,0.0003005582547579021,0.00018684526377855197,6.40341583025941e-05,1.495439007168328e-05","0.2559968220645169,0.1794544762050774,0.11849177116454912,0.09137932152261916,0.13771286740227306,0.0899586304625251,0.05056045169230493"
143,"0.0,0.21853,0.0,0.0,0.0,0.0,0.0","0.0,0.2185163993479101,0.0,0.0,0.0773422182847079,0.0,0.0","0.0,0.22314427168524686,0.0,0.0,0.07085781200571413,0.0,0.0","0.02465502542024688,0.023674785264399627,0.03552715883279257,0.03254730596835704,0.04593228800655089,0.019724769722669382,0.01400768969454684","0.00021844312395623237,0.17098629070735946,0.00018615395630015147,8.37919360282847e-06,7.035173475712308e-05,0.00012991296825151292,0.0032798255206788803","0.08452568786173731,0.26518406231335473,0.11992049625103773,0.10977399396488702,0.15789801889456326,0.06575282895796748,0.0496509424114153"
1179,"0.0,0.0,0.0,0.0,0.15327000000000002,0.0,0.0","0.05226562051201123,0.08959559432572627,0.07049136720400775,0.10732160088607788,0.39003476744029497,0.08043310400830588,0.0858485576330782","0.0,0.0,0.0,0.0,0.42792532446427023,0.0,0.0","0.03340467070210839,0.06227175393540545,0.06052977976647713,0.07598640255511029,0.07268483725237343,0.05647074069206514,0.06229164696645853","0.000614829014077101,0.00022466858870988428,2.804755437819677e-05,0.00017322519270083185,0.2554269286682619,0.00022576728822270358,0.00048673465552704004","0.1137257991689929,0.2040383826648799,0.19483353792752311,0.24731079544138707,0.5308128301199008,0.1861610661189459,0.207044486022156"
2752,"0.0,0.0,0.10665000000000002,0.0,0.0,0.0,0.0","0.0,0.12639593654552086,0.08996507150283657,0.25417463258158784,0.20650426465885638,0.08863480690240157,0.0","0.0,0.1771022213351212,0.0,0.27521939973928633,0.19796897136746164,0.053361105334578704,0.0","0.02756670949846991,0.061623421327089284,0.06285225546926028,0.08619944449943492,0.07630536287842252,0.05978185379223836,0.020352447918417237","0.0003534578940327536,0.0032802560582630884,0.0011106051098698569,0.03458299308988879,0.02368786943766638,3.9443877972991674e-05,9.879445655105883e-05","0.09472109934061715,0.2156029008587168,0.20702166006653483,0.38548312832398507,0.32511307557696445,0.203298022416628,0.06396747297746398"
3413,"0.0,0.0,0.0,0.0,0.0,0.0,0.47587999999999997","0.10862770121052269,0.3480399051687843,0.07466202775238057,0.06895210435811583,0.0,0.0,0.35641746676366115","0.09286641567870951,0.38222178042521615,0.0,0.0,0.0,0.0,0.3567798350856787","0.06299296815527745,0.0818604633911945,0.06402332570127263,0.06298666175445256,0.03180129637340273,0.03134298875318357,0.09801008042413895","0.004416627345331871,0.1908618777844311,0.00011345222594445123,1.4465885959165486e-06,0.0001282854638250616,4.435507891972778e-05,0.18728273910687798","0.2246508776238464,0.5116820878092934,0.19525823947886986,0.18451388136919042,0.10386743313913253,0.10401234313181978,0.5498280327462913"
1567,"0.0,0.0,0.0,0.54806,0.0,0.0,0.0","0.08749908940505391,0.05675900280588934,0.17201577463875323,0.3642986362015464,0.0,0.0,0.0","0.0,0.0,0.27631135134145673,0.34638233319564676,0.0,0.0,0.0","0.08137926067845877,0.04340717521081383,0.08764965018873283,0.04726636923678013,0.03246543002950918,0.032955867565554124,0.030152182729036473","4.266737847486022e-05,0.000938934837451853,0.007499982043863503,0.28411586736717426,2.0525750521609207e-05,6.883393442067525e-05,1.0811222882852455e-05","0.2555137188478746,0.15029522596972655,0.29969357059726437,0.4585796868866386,0.10650735896054737,0.10894016299508234,0.09411532068134508"
1061,"0.0,0.0,0.47984000000000004,0.0,0.0,0.0,0.0","0.0,0.08181416741851921,0.47474696705065017,0.0,0.41504494076424897,0.0,0.21881634672016098","0.0,0.05095710081756761,0.48232368219269295,0.0,0.41765274065322805,0.0,0.20347005240396313","0.023218526087083285,0.05233230111270714,0.04146412748952682,0.027807703941487703,0.0532476595822416,0.026952397229394187,0.06531467872245558","0.00014326671116459972,8.329999724628944e-05,0.3994831519766048,2.7071230589931002e-05,0.30685210216344977,0.00011538881847966344,0.09201248225599555","0.07277247795326934,0.17875647213187976,0.5465697451123153,0.09298695267823151,0.5132183807815006,0.09060872046794667,0.3508445803845078"
2952,"0.0,0.50783,0.0,0.0,0.0,0.0,0.0","0.0,0.49951861024252214,0.0,0.0,0.0,0.0,0.0","0.0,0.5058919074789,0.0,0.0,0.0,0.0,0.0","0.030040828866065447,0.022758730691471045,0.03619534302084564,0.02412342044666445,0.04036653234308289,0.027589349677202318,0.02702622788792491","3.684625541853327e-05,0.4589636807303378,7.076753762309383e-06,0.0003196797526450993,2.1990472943918686e-05,0.0002149565327125085,1.134496016963401e-06","0.09706448749815122,0.5459559286675726,0.11986459405996527,0.07578578959263421,0.12918232606542893,0.09083010068035449,0.08503963597615895"
473,"0.31338,0.0,0.0,0.0,0.0,0.0,0.0","0.26525278328723345,0.1419668043741171,0.0,0.0,0.07626065814922692,0.0,0.0","0.276074061369788,0.17756462113249277,0.0,0.0,0.0,0.0,0.0","0.02397892412621593,0.05743530351258676,0.025686188757634253,0.022489700209401307,0.046578417277053495,0.018950282752832292,0.0272415499499938","0.21503544923258672,0.021005435281004098,0.0001290568507545406,1.7344537659911868e-07,4.1812024360445775e-05,3.751059338250009e-05,0.000128733234126226","0.3085501873985082,0.225690431993992,0.08751922094343706,0.0721035899217482,0.155233560377904,0.061271666935746615,0.09011977593098804"
2007,"0.0,0.0,0.18489,0.0,0.0,0.0,0.0","0.0,0.12164632950705254,0.10937341241413988,0.11622869249684759,0.07256210214979654,0.0,0.0","0.0,0.1158159256579578,0.10511788861603882,0.14340407338807845,0.0,0.0,0.0","0.026479434085030534,0.0429959373807063,0.062265070710882636,0.06315562280316583,0.0588041738025424,0.0389037208294549,0.02084051040473483","0.00018657192322725524,0.05090050777178219,0.0005395040595403944,0.0019212393204013822,0.000296321808976535,7.931820548444247e-05,0.00014595441241941937","0.09091266981076021,0.21612912793166197,0.21525694360267417,0.21967440052081513,0.19195934185192529,0.12952686953501877,0.06843356049735994"
286,"0.5019,0.0,0.0,0.0,0.0,0.0,0.0","0.4841530846525665,0.19985461823052997,0.0,0.0,0.09166923636664702,0.0,0.059483676538449604","0.4876116251525313,0.25770063286183564,0.0,0.0,0.0,0.0,0.0","0.03589910355309894,0.09359328336659556,0.03399502323319224,0.04054803632440811,0.07470756001037569,0.018768277239187243,0.04941192581420359","0.42013842543035346,0.01924264060773868,0.00010705786783283962,0.0004587364774075859,5.776892634659747e-06,0.00021016450577490572,8.366579305991889e-05","0.5485387577628248,0.35517602850911617,0.11352273997374507,0.13343951095473477,0.23698943196041514,0.05766067756197497,0.16306954647723876"
1834,"0.0,0.0,0.0,0.0,0.0,0.0,0.43745999999999996","0.0,0.051478744378687075,0.130390263472482,0.22354113558574537,0.0,0.1080274635500308,0.49830096597276835","0.0,0.0,0.0,0.33331494946744955,0.0,0.09707474954949587,0.5458129736091764","0.021810296770344767,0.0443244102811382,0.09212532416833145,0.13431638479589852,0.0356285481806311,0.06650999247519263,0.049625275449347646","8.671075308242232e-05,3.230934336393253e-05,0.0003822988972632599,0.007955920033171394,6.470202944434271e-05,0.0009933725569127505,0.4076291572263089","0.07274482510914343,0.1417452621400283,0.30532492754194057,0.4462552266068034,0.12009655347501101,0.23351771759459186,0.5499510575316983"
